min_raters,min_expert,noise,level,pool_iiic,pool_spike,n_questions,stop_reason,all_resolved,false_pass,false_pass_n,false_fail,false_fail_n,skill_err
2,2,A,0.4,57412,18287,300,bank_exhausted,0,0,0,0,0,0.4856083925604075
2,2,A,0.4,57412,18287,300,bank_exhausted,0,0,0,0,0,0.52880070050624
2,2,A,0.8,57412,18287,140,all_resolved,1,0,0,1,6,0.5546558438400576
2,2,A,0.8,57412,18287,179,all_resolved,1,0,0,0,6,0.28238959269036873
2,2,A,0.8,57412,18287,300,bank_exhausted,0,0,0,0,6,0.34458190614692136
2,2,A,0.8,57412,18287,178,all_resolved,1,0,0,0,6,0.49083736676184053
2,2,A,0.8,57412,18287,262,all_resolved,1,0,0,0,6,0.3064226525069075
2,2,A,0.8,57412,18287,175,all_resolved,1,0,0,0,6,0.24566903990191064
2,2,A,0.8,57412,18287,184,all_resolved,1,0,0,0,6,0.22487406546168318
2,2,A,0.8,57412,18287,173,all_resolved,1,0,0,0,6,0.24679458651774208
2,2,A,0.8,57412,18287,300,bank_exhausted,0,0,0,0,6,0.34128243252972695
2,2,A,0.8,57412,18287,182,all_active_resolved,0,0,0,0,6,0.34997144245980044
2,2,A,1.2,57412,18287,159,all_resolved,1,0,0,0,7,0.24250947927202032
2,2,A,1.2,57412,18287,162,all_resolved,1,0,0,0,7,0.24981000803343906
2,2,A,1.2,57412,18287,166,all_resolved,1,0,0,0,7,0.3127931058131579
2,2,A,1.2,57412,18287,141,all_resolved,1,0,0,0,7,0.09012923668397972
2,2,A,1.2,57412,18287,183,all_resolved,1,0,0,0,7,0.2812852024102931
2,2,A,1.2,57412,18287,152,all_resolved,1,0,0,0,7,0.17796445578588801
2,2,A,1.2,57412,18287,148,all_resolved,1,0,0,0,7,0.10498989233255673
2,2,A,1.2,57412,18287,159,all_resolved,1,0,0,0,7,0.10641423271524701
2,2,A,1.2,57412,18287,150,all_resolved,1,0,0,0,7,0.229988982992171
2,2,A,1.2,57412,18287,150,all_resolved,1,0,0,0,7,0.18337372508921929
2,2,B,-0.5,57412,18287,141,all_resolved,1,0,7,0,0,0.37750321689455274
2,2,B,-0.5,57412,18287,226,all_resolved,1,0,7,0,0,0.27292710449425917
2,2,B,-0.5,57412,18287,141,all_resolved,1,0,7,0,0,0.374564862652265
2,2,B,-0.5,57412,18287,140,all_resolved,1,0,7,0,0,0.2199735834392679
2,2,B,-0.5,57412,18287,154,all_resolved,1,0,7,0,0,0.47110320602252387
2,2,B,-0.5,57412,18287,143,all_resolved,1,0,7,0,0,0.20202887558479526
2,2,B,-0.5,57412,18287,281,all_resolved,1,0,7,0,0,0.38254303572951004
2,2,B,-0.5,57412,18287,198,all_resolved,1,0,7,0,0,0.4206821798404739
2,2,B,-0.5,57412,18287,154,all_resolved,1,0,7,0,0,0.35876848644893433
2,2,B,-0.5,57412,18287,180,all_active_resolved,0,0,7,0,0,0.4522895213604787
2,2,B,0.0,57412,18287,200,all_resolved,1,0,6,0,0,0.3046037151453693
2,2,B,0.0,57412,18287,300,bank_exhausted,0,0,6,0,0,0.4830166786638989
2,2,B,0.0,57412,18287,260,all_resolved,1,1,6,0,0,0.20851111354754417
2,2,B,0.0,57412,18287,240,all_resolved,1,0,6,0,0,0.24072333957344555
2,2,B,0.0,57412,18287,156,all_resolved,1,1,6,0,0,0.4871748899647894
2,2,B,0.0,57412,18287,195,all_resolved,1,0,6,0,0,0.338222831196707
2,2,B,0.0,57412,18287,162,all_resolved,1,1,6,0,0,0.48152446172257496
2,2,B,0.0,57412,18287,300,bank_exhausted,0,0,6,0,0,0.41463410067394413
2,2,B,0.0,57412,18287,300,bank_exhausted,0,0,6,0,0,0.35377846958814974
2,2,B,0.0,57412,18287,141,all_resolved,1,0,6,0,0,0.32193795054510094
2,2,B,0.4,57412,18287,300,bank_exhausted,0,0,0,0,0,0.47216759088866794
2,2,B,0.4,57412,18287,300,bank_exhausted,0,0,0,0,0,0.4477243430962445
2,2,B,0.4,57412,18287,300,bank_exhausted,0,0,0,0,0,0.43135672286806376
2,2,B,0.4,57412,18287,300,bank_exhausted,0,0,0,0,0,0.5496854624637239
2,2,B,0.4,57412,18287,279,all_active_resolved,0,0,0,0,0,0.4550666239048562
2,2,B,0.4,57412,18287,300,bank_exhausted,0,0,0,0,0,0.5129644738271728
2,2,B,0.4,57412,18287,300,bank_exhausted,0,0,0,0,0,0.3765200660417847
2,2,B,0.4,57412,18287,300,bank_exhausted,0,0,0,0,0,0.3902992884140564
2,2,B,0.4,57412,18287,300,bank_exhausted,0,0,0,0,0,0.3526089294553452
2,2,B,0.4,57412,18287,300,bank_exhausted,0,0,0,0,0,0.4774557756669133
2,2,B,0.8,57412,18287,300,bank_exhausted,0,0,0,1,6,0.39866757957024757
2,2,B,0.8,57412,18287,300,bank_exhausted,0,0,0,0,6,0.24119908249053204
2,2,B,0.8,57412,18287,300,bank_exhausted,0,0,0,0,6,0.25935308957155984
2,2,B,0.8,57412,18287,300,bank_exhausted,0,0,0,0,6,0.3591031247580502
2,2,B,0.8,57412,18287,300,bank_exhausted,0,0,0,0,6,0.3447692698172912
2,2,B,0.8,57412,18287,300,bank_exhausted,0,0,0,0,6,0.3065296207731464
2,2,B,0.8,57412,18287,300,bank_exhausted,0,0,0,1,6,0.3718534141362203
2,2,B,0.8,57412,18287,300,bank_exhausted,0,0,0,1,6,0.3029086077562617
2,2,B,0.8,57412,18287,300,bank_exhausted,0,0,0,0,6,0.34493938570679966
2,2,B,0.8,57412,18287,300,bank_exhausted,0,0,0,0,6,0.16197287772920096
2,2,B,1.2,57412,18287,250,all_resolved,1,0,0,1,7,0.3301515718844042
2,2,B,1.2,57412,18287,176,all_resolved,1,0,0,0,7,0.19089027254636545
2,2,B,1.2,57412,18287,300,bank_exhausted,0,0,0,0,7,0.36267038114737166
2,2,B,1.2,57412,18287,300,bank_exhausted,0,0,0,0,7,0.27478698752478165
2,2,B,1.2,57412,18287,155,all_resolved,1,0,0,0,7,0.15619082592510683
2,2,B,1.2,57412,18287,300,bank_exhausted,0,0,0,1,7,0.5284772426266364
2,2,B,1.2,57412,18287,190,all_resolved,1,0,0,0,7,0.1742449559744092
2,2,B,1.2,57412,18287,300,bank_exhausted,0,0,0,0,7,0.5270251153887636
2,2,B,1.2,57412,18287,206,all_active_resolved,0,0,0,0,7,0.16981268387052625
2,2,B,1.2,57412,18287,173,all_active_resolved,0,0,0,0,7,0.18391488975631543
2,3,A,-0.5,26907,18287,170,all_active_resolved,0,0,7,0,0,0.2990168449821227
2,3,A,-0.5,26907,18287,140,all_resolved,1,0,7,0,0,0.3675946870278471
2,3,A,-0.5,26907,18287,153,all_resolved,1,1,7,0,0,0.42380721911904573
2,3,A,-0.5,26907,18287,142,all_resolved,1,0,7,0,0,0.35355747698270446
2,3,A,-0.5,26907,18287,173,all_active_resolved,0,1,7,0,0,0.567057472333562
2,3,A,-0.5,26907,18287,142,all_resolved,1,1,7,0,0,0.33143324085666437
2,3,A,-0.5,26907,18287,140,all_resolved,1,0,7,0,0,0.2845602086944279
2,3,A,-0.5,26907,18287,174,all_active_resolved,0,0,7,0,0,0.3405602225258694
2,3,A,-0.5,26907,18287,152,all_resolved,1,0,7,0,0,0.23534930810429278
2,3,A,-0.5,26907,18287,153,all_resolved,1,0,7,0,0,0.45661841639980283
2,3,A,0.0,26907,18287,161,all_resolved,1,0,6,0,0,0.2975520141360267
2,3,A,0.0,26907,18287,158,all_resolved,1,3,6,0,0,0.6424641364161351
2,3,A,0.0,26907,18287,300,bank_exhausted,0,0,6,0,0,0.3231905760530759
2,3,A,0.0,26907,18287,293,all_active_resolved,0,0,6,0,0,0.3211355690634026
2,3,A,0.0,26907,18287,300,bank_exhausted,0,2,6,0,0,0.44569354681706036
2,3,A,0.0,26907,18287,147,all_resolved,1,0,6,0,0,0.21405199669657834
2,3,A,0.0,26907,18287,200,all_resolved,1,0,6,0,0,0.30401093468707774
2,3,A,0.0,26907,18287,300,bank_exhausted,0,0,6,0,0,0.33879696884172594
2,3,A,0.0,26907,18287,169,all_resolved,1,1,6,0,0,0.5145550087760026
2,3,A,0.0,26907,18287,300,bank_exhausted,0,1,6,0,0,0.33814002656626974
2,3,A,0.4,26907,18287,264,all_resolved,1,0,0,0,0,0.7136543812801606
2,3,A,0.4,26907,18287,182,all_resolved,1,0,0,0,0,0.7041404231013303
2,3,A,0.4,26907,18287,300,bank_exhausted,0,0,0,0,0,0.4863455542285559
2,3,A,0.4,26907,18287,300,bank_exhausted,0,0,0,0,0,0.3886993895688117
2,3,A,0.4,26907,18287,300,bank_exhausted,0,0,0,0,0,0.30727377717117427
2,3,A,0.4,26907,18287,300,bank_exhausted,0,0,0,0,0,0.4158981893069
2,3,A,0.4,26907,18287,256,all_resolved,1,0,0,0,0,0.4589173056703616
2,3,A,0.4,26907,18287,221,all_resolved,1,0,0,0,0,0.5242425177615352
2,3,A,0.4,26907,18287,238,all_resolved,1,0,0,0,0,0.5310881526226724
2,3,A,0.4,26907,18287,165,all_resolved,1,0,0,0,0,0.4140985875435181
2,3,A,0.8,26907,18287,182,all_resolved,1,0,0,1,6,0.3278538150692449
2,3,A,0.8,26907,18287,186,all_resolved,1,0,0,0,6,0.5222245631468546
2,3,A,0.8,26907,18287,168,all_resolved,1,0,0,0,6,0.2680544745690127
2,3,A,0.8,26907,18287,153,all_resolved,1,0,0,0,6,0.38077228771028615
2,3,A,0.8,26907,18287,145,all_resolved,1,0,0,0,6,0.360394537509809
2,3,A,0.8,26907,18287,297,all_resolved,1,0,0,0,6,0.07865815321777322
2,3,A,0.8,26907,18287,207,all_resolved,1,0,0,0,6,0.4545389546659187
2,3,A,0.8,26907,18287,162,all_resolved,1,0,0,0,6,0.30223522730918656
2,3,A,0.8,26907,18287,185,all_active_resolved,0,0,0,0,6,0.3308415527549934
2,3,A,0.8,26907,18287,194,all_resolved,1,0,0,0,6,0.25192601962867095
2,3,A,1.2,26907,18287,143,all_resolved,1,0,0,0,7,0.2965628012467962
2,3,A,1.2,26907,18287,142,all_resolved,1,0,0,0,7,0.2359724950827539
2,3,A,1.2,26907,18287,140,all_resolved,1,0,0,0,7,0.16622491805169232
2,3,A,1.2,26907,18287,151,all_resolved,1,0,0,0,7,0.21858387568976195
2,3,A,1.2,26907,18287,156,all_resolved,1,0,0,0,7,0.3406029220269466
2,3,A,1.2,26907,18287,141,all_resolved,1,0,0,0,7,0.2378213383258348
2,3,A,1.2,26907,18287,166,all_resolved,1,0,0,0,7,0.2700505936623636
2,3,A,1.2,26907,18287,141,all_resolved,1,0,0,0,7,0.21417436399196968
2,3,A,1.2,26907,18287,150,all_resolved,1,0,0,0,7,0.18707599251804316
2,3,A,1.2,26907,18287,162,all_resolved,1,0,0,0,7,0.16845814957346245
2,3,B,-0.5,26907,18287,143,all_resolved,1,0,7,0,0,0.2717040261485598
2,3,B,-0.5,26907,18287,201,all_resolved,1,0,7,0,0,0.26397974029301785
2,3,B,-0.5,26907,18287,170,all_resolved,1,1,7,0,0,0.37585829203992416
2,3,B,-0.5,26907,18287,164,all_resolved,1,0,7,0,0,0.29336454406835494
2,3,B,-0.5,26907,18287,171,all_active_resolved,0,0,7,0,0,0.32456864199847896
2,3,B,-0.5,26907,18287,165,all_resolved,1,0,7,0,0,0.4191545390854596
2,3,B,-0.5,26907,18287,140,all_resolved,1,0,7,0,0,0.28870228720922625
2,3,B,-0.5,26907,18287,170,all_resolved,1,0,7,0,0,0.28504115053692375
2,3,B,-0.5,26907,18287,144,all_resolved,1,1,7,0,0,0.4813375186413568
2,3,B,-0.5,26907,18287,140,all_resolved,1,0,7,0,0,0.3699677573729722
2,3,B,0.0,26907,18287,160,all_resolved,1,0,6,0,0,0.1730980127568357
2,3,B,0.0,26907,18287,153,all_resolved,1,0,6,0,0,0.35167158991971853
2,3,B,0.0,26907,18287,300,bank_exhausted,0,1,6,0,0,0.41074345499693626
2,3,B,0.0,26907,18287,180,all_active_resolved,0,0,6,0,0,0.31834553944409194
2,3,B,0.0,26907,18287,175,all_resolved,1,2,6,0,0,0.5999746135975844
2,3,B,0.0,26907,18287,194,all_active_resolved,0,0,6,0,0,0.32369564319650623
2,3,B,0.0,26907,18287,166,all_resolved,1,1,6,0,0,0.28348536238288313
2,3,B,0.0,26907,18287,300,bank_exhausted,0,0,6,0,0,0.359268596651496
2,3,B,0.0,26907,18287,300,bank_exhausted,0,0,6,0,0,0.339742961114096
2,3,B,0.0,26907,18287,300,bank_exhausted,0,1,6,0,0,0.37440812308081783
2,3,B,0.4,26907,18287,167,all_resolved,1,0,0,0,0,0.642245585507743
2,3,B,0.4,26907,18287,300,bank_exhausted,0,0,0,0,0,0.30553394168322817
2,3,B,0.4,26907,18287,300,bank_exhausted,0,0,0,0,0,0.31461181767130597
2,3,B,0.4,26907,18287,234,all_active_resolved,0,0,0,0,0,0.3851741292414491
2,3,B,0.4,26907,18287,300,bank_exhausted,0,0,0,0,0,0.34870640489991894
2,3,B,0.4,26907,18287,300,bank_exhausted,0,0,0,0,0,0.42407394997552694
2,3,B,0.4,26907,18287,229,all_active_resolved,0,0,0,0,0,0.4064603771448293
2,3,B,0.4,26907,18287,300,bank_exhausted,0,0,0,0,0,0.2953931350146692
2,3,B,0.4,26907,18287,300,bank_exhausted,0,0,0,0,0,0.3514946283373119
2,3,B,0.4,26907,18287,244,all_resolved,1,0,0,0,0,0.40938164089335405
2,3,B,0.8,26907,18287,205,all_resolved,1,0,0,2,6,0.3876683249603738
2,3,B,0.8,26907,18287,300,bank_exhausted,0,0,0,1,6,0.26327500889407845
2,3,B,0.8,26907,18287,212,all_active_resolved,0,0,0,1,6,0.37602616999210536
2,3,B,0.8,26907,18287,300,bank_exhausted,0,0,0,3,6,0.7051312212299229
2,3,B,0.8,26907,18287,241,all_active_resolved,0,0,0,1,6,0.37521645838125334
2,3,B,0.8,26907,18287,300,bank_exhausted,0,0,0,0,6,0.2584774521156032
2,3,B,0.8,26907,18287,300,bank_exhausted,0,0,0,1,6,0.3932886851571353
2,3,B,0.8,26907,18287,300,bank_exhausted,0,0,0,0,6,0.22409814479498946
2,3,B,0.8,26907,18287,300,bank_exhausted,0,0,0,1,6,0.4025601052440145
2,3,B,0.8,26907,18287,179,all_resolved,1,0,0,0,6,0.2912584285628616
2,3,B,1.2,26907,18287,142,all_resolved,1,0,0,0,7,0.13504201116333797
2,3,B,1.2,26907,18287,300,bank_exhausted,0,0,0,0,7,0.3275917111067853
2,3,B,1.2,26907,18287,300,bank_exhausted,0,0,0,0,7,0.5021391355543866
2,3,B,1.2,26907,18287,167,all_resolved,1,0,0,0,7,0.16254217823324896
2,3,B,1.2,26907,18287,204,all_resolved,1,0,0,1,7,0.2613660052530518
2,3,B,1.2,26907,18287,149,all_resolved,1,0,0,0,7,0.14359555277076594
2,3,B,1.2,26907,18287,179,all_active_resolved,0,0,0,0,7,0.1491017429455594
2,3,B,1.2,26907,18287,247,all_active_resolved,0,0,0,1,7,0.37768229875650505
2,3,B,1.2,26907,18287,159,all_resolved,1,0,0,1,7,0.32731526768513725
2,3,B,1.2,26907,18287,300,bank_exhausted,0,0,0,0,7,0.2233102180261533
3,0,A,-0.5,44076,17413,148,all_resolved,1,0,7,0,0,0.2732915158477968
3,0,A,-0.5,44076,17413,140,all_resolved,1,0,7,0,0,0.2690623924298198
3,0,A,-0.5,44076,17413,170,all_active_resolved,0,0,7,0,0,0.43386850715348274
3,0,A,-0.5,44076,17413,170,all_active_resolved,0,0,7,0,0,0.25937424854193875
3,0,A,-0.5,44076,17413,140,all_resolved,1,0,7,0,0,0.30823511441516604
3,0,A,-0.5,44076,17413,153,all_resolved,1,0,7,0,0,0.33484331703624565
3,0,A,-0.5,44076,17413,300,bank_exhausted,0,0,7,0,0,0.36456561388412606
3,0,A,-0.5,44076,17413,145,all_resolved,1,0,7,0,0,0.3497093017203247
3,0,A,-0.5,44076,17413,171,all_resolved,1,0,7,0,0,0.35794274240597235
3,0,A,-0.5,44076,17413,140,all_resolved,1,0,7,0,0,0.22410102641302151
3,0,A,0.0,44076,17413,300,bank_exhausted,0,0,6,0,0,0.3721728145452933
3,0,A,0.0,44076,17413,171,all_active_resolved,0,1,6,0,0,0.36939106666989857
3,0,A,0.0,44076,17413,300,bank_exhausted,0,2,6,0,0,0.50108996476445
3,0,A,0.0,44076,17413,300,bank_exhausted,0,0,6,0,0,0.38677074937484407
3,0,A,0.0,44076,17413,157,all_resolved,1,1,6,0,0,0.402675884618627
3,0,A,0.0,44076,17413,221,all_resolved,1,1,6,0,0,0.35350921214814207
3,0,A,0.0,44076,17413,300,bank_exhausted,0,0,6,0,0,0.4991399718278671
3,0,A,0.0,44076,17413,173,all_resolved,1,1,6,0,0,0.41518606149751475
3,0,A,0.0,44076,17413,300,bank_exhausted,0,0,6,0,0,0.27651088733115137
3,0,A,0.0,44076,17413,171,all_resolved,1,1,6,0,0,0.5223668021823238
3,0,A,0.4,44076,17413,219,all_resolved,1,0,0,0,0,0.590411728702045
3,0,A,0.4,44076,17413,300,bank_exhausted,0,0,0,0,0,0.3096268180507907
3,0,A,0.4,44076,17413,140,all_resolved,1,0,0,0,0,0.5703076173003458
3,0,A,0.4,44076,17413,300,bank_exhausted,0,0,0,0,0,0.3573101435923651
3,0,A,0.4,44076,17413,300,bank_exhausted,0,0,0,0,0,0.36767798318525197
3,0,A,0.4,44076,17413,300,bank_exhausted,0,0,0,0,0,0.46961172635440657
3,0,A,0.4,44076,17413,300,bank_exhausted,0,0,0,0,0,0.5012322105179632
3,0,A,0.4,44076,17413,166,all_resolved,1,0,0,0,0,0.666066010395045
3,0,A,0.4,44076,17413,300,bank_exhausted,0,0,0,0,0,0.4563067019626739
3,0,A,0.4,44076,17413,300,bank_exhausted,0,0,0,0,0,0.3173556125858081
3,0,A,0.8,44076,17413,171,all_resolved,1,0,0,0,6,0.2968087650861712
3,0,A,0.8,44076,17413,169,all_resolved,1,0,0,0,6,0.49112364693077354
3,0,A,0.8,44076,17413,225,all_resolved,1,0,0,0,6,0.2660319161897072
3,0,A,0.8,44076,17413,160,all_resolved,1,0,0,0,6,0.40339575100139025
3,0,A,0.8,44076,17413,170,all_resolved,1,0,0,0,6,0.4832643143732732
3,0,A,0.8,44076,17413,300,bank_exhausted,0,0,0,0,6,0.429452154012241
3,0,A,0.8,44076,17413,164,all_resolved,1,0,0,0,6,0.43005884070866074
3,0,A,0.8,44076,17413,300,bank_exhausted,0,0,0,0,6,0.31147693637203233
3,0,A,0.8,44076,17413,200,all_resolved,1,0,0,0,6,0.2671397439127562
3,0,A,0.8,44076,17413,300,bank_exhausted,0,0,0,0,6,0.2714465626441277
3,0,A,1.2,44076,17413,142,all_resolved,1,0,0,0,7,0.13865222458751678
3,0,A,1.2,44076,17413,140,all_resolved,1,0,0,0,7,0.23385484319831445
3,0,A,1.2,44076,17413,149,all_resolved,1,0,0,0,7,0.31640708837487574
3,0,A,1.2,44076,17413,144,all_resolved,1,0,0,0,7,0.12079788170762772
3,0,A,1.2,44076,17413,146,all_resolved,1,0,0,0,7,0.24331060752939745
3,0,A,1.2,44076,17413,159,all_resolved,1,0,0,0,7,0.24517772912458488
3,0,A,1.2,44076,17413,155,all_resolved,1,0,0,0,7,0.1765462059872605
3,0,A,1.2,44076,17413,143,all_resolved,1,0,0,0,7,0.326398499783448
3,0,A,1.2,44076,17413,140,all_resolved,1,0,0,0,7,0.14871993124430968
3,0,A,1.2,44076,17413,140,all_resolved,1,0,0,0,7,0.25373959349218095
3,0,B,-0.5,44076,17413,140,all_resolved,1,0,7,0,0,0.4807874998319225
3,0,B,-0.5,44076,17413,153,all_resolved,1,0,7,0,0,0.3263101996448751
3,0,B,-0.5,44076,17413,140,all_resolved,1,0,7,0,0,0.3336745774504338
3,0,B,-0.5,44076,17413,144,all_resolved,1,0,7,0,0,0.38973899281871965
3,0,B,-0.5,44076,17413,160,all_resolved,1,0,7,0,0,0.2405086806747648
3,0,B,-0.5,44076,17413,140,all_resolved,1,0,7,0,0,0.2521278942561378
3,0,B,-0.5,44076,17413,158,all_resolved,1,0,7,0,0,0.38850363902237434
3,0,B,-0.5,44076,17413,205,all_resolved,1,0,7,0,0,0.41650234478481873
3,0,B,-0.5,44076,17413,167,all_resolved,1,0,7,0,0,0.317474259009975
3,0,B,-0.5,44076,17413,140,all_resolved,1,0,7,0,0,0.3085553009722844
3,0,B,0.0,44076,17413,212,all_resolved,1,0,6,0,0,0.2990255383006551
3,0,B,0.0,44076,17413,300,bank_exhausted,0,0,6,0,0,0.30706822237697534
3,0,B,0.0,44076,17413,300,bank_exhausted,0,1,6,0,0,0.5854661653344879
3,0,B,0.0,44076,17413,300,bank_exhausted,0,1,6,0,0,0.5050334260372614
3,0,B,0.0,44076,17413,300,bank_exhausted,0,0,6,0,0,0.3032341132316114
3,0,B,0.0,44076,17413,300,bank_exhausted,0,0,6,0,0,0.3079627948596339
3,0,B,0.0,44076,17413,300,bank_exhausted,0,1,6,0,0,0.32566343395091046
3,0,B,0.0,44076,17413,300,bank_exhausted,0,0,6,0,0,0.4462420017253468
3,0,B,0.0,44076,17413,282,all_resolved,1,0,6,0,0,0.16525869571491109
3,0,B,0.0,44076,17413,300,bank_exhausted,0,0,6,0,0,0.2713656373238387
3,0,B,0.4,44076,17413,300,bank_exhausted,0,0,0,0,0,0.5770690277302449
3,0,B,0.4,44076,17413,300,bank_exhausted,0,0,0,0,0,0.33731247906764505
3,0,B,0.4,44076,17413,300,bank_exhausted,0,0,0,0,0,0.3467122157577452
3,0,B,0.4,44076,17413,300,bank_exhausted,0,0,0,0,0,0.5205951170900652
3,0,B,0.4,44076,17413,300,bank_exhausted,0,0,0,0,0,0.4139244664050078
3,0,B,0.4,44076,17413,300,bank_exhausted,0,0,0,0,0,0.5258999918158759
3,0,B,0.4,44076,17413,300,bank_exhausted,0,0,0,0,0,0.5254644603897793
3,0,B,0.4,44076,17413,300,bank_exhausted,0,0,0,0,0,0.41074328563268825
3,0,B,0.4,44076,17413,300,bank_exhausted,0,0,0,0,0,0.46725335251695793
3,0,B,0.4,44076,17413,300,bank_exhausted,0,0,0,0,0,0.45564029802973904
3,0,B,0.8,44076,17413,300,bank_exhausted,0,0,0,1,6,0.3232896300460656
3,0,B,0.8,44076,17413,140,all_resolved,1,0,0,1,6,0.484435228906677
3,0,B,0.8,44076,17413,300,bank_exhausted,0,0,0,1,6,0.3224026189143476
3,0,B,0.8,44076,17413,300,bank_exhausted,0,0,0,1,6,0.2967630952079938
3,0,B,0.8,44076,17413,300,bank_exhausted,0,0,0,1,6,0.44611021734615935
3,0,B,0.8,44076,17413,149,all_resolved,1,0,0,1,6,0.5314539098253007
3,0,B,0.8,44076,17413,225,all_active_resolved,0,0,0,0,6,0.24593561598937513
3,0,B,0.8,44076,17413,300,bank_exhausted,0,0,0,0,6,0.4061728014844516
3,0,B,0.8,44076,17413,220,all_resolved,1,0,0,0,6,0.18607099400263302
3,0,B,0.8,44076,17413,164,all_resolved,1,0,0,1,6,0.28886437006763155
3,0,B,1.2,44076,17413,300,bank_exhausted,0,0,0,1,7,0.48908840347723653
3,0,B,1.2,44076,17413,213,all_resolved,1,0,0,0,7,0.24559781111533452
3,0,B,1.2,44076,17413,300,bank_exhausted,0,0,0,1,7,0.28146837148066106
3,0,B,1.2,44076,17413,300,bank_exhausted,0,0,0,0,7,0.3668289869950554
3,0,B,1.2,44076,17413,300,bank_exhausted,0,0,0,0,7,0.3115669369653637
3,0,B,1.2,44076,17413,194,all_active_resolved,0,0,0,0,7,0.22854249992625503
3,0,B,1.2,44076,17413,300,bank_exhausted,0,0,0,0,7,0.4658959293823033
3,0,B,1.2,44076,17413,300,bank_exhausted,0,0,0,0,7,0.35302146935381273
3,0,B,1.2,44076,17413,276,all_resolved,1,0,0,0,7,0.24767605269733944
3,0,B,1.2,44076,17413,300,bank_exhausted,0,0,0,0,7,0.2095661147785354
3,1,A,-0.5,43417,17413,140,all_resolved,1,0,7,0,0,0.27970168373338505
3,1,A,-0.5,43417,17413,175,all_resolved,1,1,7,0,0,0.5426369683520317
3,1,A,-0.5,43417,17413,300,bank_exhausted,0,0,7,0,0,0.4065463304613114
3,1,A,-0.5,43417,17413,170,all_active_resolved,0,0,7,0,0,0.5536572799056666
3,1,A,-0.5,43417,17413,244,all_resolved,1,1,7,0,0,0.32468590357426497
3,1,A,-0.5,43417,17413,284,all_resolved,1,0,7,0,0,0.43930627283783447
3,1,A,-0.5,43417,17413,172,all_active_resolved,0,0,7,0,0,0.41381715175809397
3,1,A,-0.5,43417,17413,172,all_active_resolved,0,0,7,0,0,0.4207941850203754
3,1,A,-0.5,43417,17413,140,all_resolved,1,0,7,0,0,0.33778264784742934
3,1,A,-0.5,43417,17413,141,all_resolved,1,0,7,0,0,0.24528923055698545
3,1,A,0.0,43417,17413,190,all_active_resolved,0,0,6,0,0,0.2444470487848336
3,1,A,0.0,43417,17413,173,all_active_resolved,0,1,6,0,0,0.45044806317639235
3,1,A,0.0,43417,17413,300,bank_exhausted,0,2,6,0,0,0.443689723836318
3,1,A,0.0,43417,17413,300,bank_exhausted,0,2,6,0,0,0.4865830560012858
3,1,A,0.0,43417,17413,300,bank_exhausted,0,0,6,0,0,0.30864929995299023
3,1,A,0.0,43417,17413,275,all_resolved,1,1,6,0,0,0.3787790555207655
3,1,A,0.0,43417,17413,158,all_resolved,1,1,6,0,0,0.4418401712450784
3,1,A,0.0,43417,17413,300,bank_exhausted,0,1,6,0,0,0.44203795576149585
3,1,A,0.0,43417,17413,300,bank_exhausted,0,1,6,0,0,0.607890615986772
3,1,A,0.0,43417,17413,300,bank_exhausted,0,3,6,0,0,0.6232676256018487
3,1,A,0.4,43417,17413,300,bank_exhausted,0,0,0,0,0,0.4303176946124299
3,1,A,0.4,43417,17413,300,bank_exhausted,0,0,0,0,0,0.5146179951371925
3,1,A,0.4,43417,17413,300,bank_exhausted,0,0,0,0,0,0.29966218513315784
3,1,A,0.4,43417,17413,167,all_resolved,1,0,0,0,0,0.5885135749678083
3,1,A,0.4,43417,17413,300,bank_exhausted,0,0,0,0,0,0.28997664682313157
3,1,A,0.4,43417,17413,300,bank_exhausted,0,0,0,0,0,0.29968960939290523
3,1,A,0.4,43417,17413,300,bank_exhausted,0,0,0,0,0,0.5029752510850077
3,1,A,0.4,43417,17413,300,bank_exhausted,0,0,0,0,0,0.5500241064039176
3,1,A,0.4,43417,17413,300,bank_exhausted,0,0,0,0,0,0.43037783307103744
3,1,A,0.4,43417,17413,300,bank_exhausted,0,0,0,0,0,0.32095516195025814
3,1,A,0.8,43417,17413,300,bank_exhausted,0,0,0,0,6,0.23782972073543782
3,1,A,0.8,43417,17413,182,all_resolved,1,0,0,0,6,0.47528109662220946
3,1,A,0.8,43417,17413,153,all_resolved,1,0,0,0,6,0.46755179878829395
3,1,A,0.8,43417,17413,158,all_resolved,1,0,0,1,6,0.37315775100433746
3,1,A,0.8,43417,17413,140,all_resolved,1,0,0,0,6,0.5867971904699681
3,1,A,0.8,43417,17413,152,all_resolved,1,0,0,0,6,0.5147255841226791
3,1,A,0.8,43417,17413,155,all_resolved,1,0,0,0,6,0.4046578043731021
3,1,A,0.8,43417,17413,167,all_resolved,1,0,0,0,6,0.3704625273497585
3,1,A,0.8,43417,17413,149,all_resolved,1,0,0,0,6,0.3310181388213
3,1,A,0.8,43417,17413,160,all_resolved,1,0,0,0,6,0.5043436397871492
3,1,A,1.2,43417,17413,163,all_resolved,1,0,0,0,7,0.14385476102641284
3,1,A,1.2,43417,17413,140,all_resolved,1,0,0,0,7,0.26553995777910633
3,1,A,1.2,43417,17413,159,all_resolved,1,0,0,0,7,0.17525752687893256
3,1,A,1.2,43417,17413,149,all_resolved,1,0,0,0,7,0.13608730033406136
