bank,noise,level,rep,pair_key,n_iiic,n_spike,n_questions,stop_reason,all_resolved,clear,is_borderline,false_pass,false_pass_n,false_fail,false_fail_n,skill_err
8,A,1.2,56,A_l+1.2_n0056,360,60,140,all_resolved,1,1,0,0,0,0,7,0.11307122298136754
5,A,1.2,57,A_l+1.2_n0057,360,60,140,all_resolved,1,1,0,0,0,0,7,0.2242623243717356
8,A,1.2,57,A_l+1.2_n0057,360,60,140,all_resolved,1,1,0,0,0,0,7,0.2087038443843745
5,A,1.2,58,A_l+1.2_n0058,360,60,141,all_resolved,1,1,0,0,0,0,7,0.2677039156901628
8,A,1.2,58,A_l+1.2_n0058,360,60,156,all_resolved,1,1,0,0,0,0,7,0.2956095914229122
5,A,1.2,59,A_l+1.2_n0059,360,60,143,all_resolved,1,1,0,0,0,0,7,0.15775959329223624
8,A,1.2,59,A_l+1.2_n0059,360,60,140,all_resolved,1,1,0,0,0,0,7,0.19768657655033756
5,A,1.2,60,A_l+1.2_n0060,360,60,140,all_resolved,1,1,0,0,0,0,7,0.3279880132726423
8,A,1.2,60,A_l+1.2_n0060,360,60,147,all_resolved,1,1,0,0,0,0,7,0.3762639945289428
5,A,1.2,61,A_l+1.2_n0061,360,60,140,all_resolved,1,1,0,0,0,0,7,0.2724282323247294
8,A,1.2,61,A_l+1.2_n0061,360,60,147,all_resolved,1,1,0,0,0,0,7,0.26355186766006616
5,A,1.2,62,A_l+1.2_n0062,360,60,161,all_resolved,1,1,0,0,0,0,7,0.26026616806310915
8,A,1.2,62,A_l+1.2_n0062,360,60,140,all_resolved,1,1,0,0,0,0,7,0.3466890102908785
5,A,1.2,63,A_l+1.2_n0063,360,60,140,all_resolved,1,1,0,0,0,0,7,0.11243114799141583
8,A,1.2,63,A_l+1.2_n0063,360,60,143,all_resolved,1,1,0,0,0,0,7,0.26505332212115523
5,A,1.2,64,A_l+1.2_n0064,360,60,140,all_resolved,1,1,0,0,0,0,7,0.2434506723187785
8,A,1.2,64,A_l+1.2_n0064,360,60,155,all_resolved,1,1,0,0,0,0,7,0.22715267430711691
5,A,1.2,65,A_l+1.2_n0065,360,60,141,all_resolved,1,1,0,0,0,0,7,0.23825302867460071
8,A,1.2,65,A_l+1.2_n0065,360,60,142,all_resolved,1,1,0,0,0,0,7,0.20386848904663019
5,A,1.2,66,A_l+1.2_n0066,360,60,164,all_resolved,1,1,0,0,0,0,7,0.25140943069241334
8,A,1.2,66,A_l+1.2_n0066,360,60,179,all_resolved,1,1,0,0,0,0,7,0.2234064480277431
5,A,1.2,67,A_l+1.2_n0067,360,60,143,all_resolved,1,1,0,0,0,0,7,0.30426846955989817
8,A,1.2,67,A_l+1.2_n0067,360,60,146,all_resolved,1,1,0,0,0,0,7,0.2141527316258753
5,A,1.2,68,A_l+1.2_n0068,360,60,145,all_resolved,1,1,0,0,0,0,7,0.18149582289864344
8,A,1.2,68,A_l+1.2_n0068,360,60,149,all_resolved,1,1,0,0,0,0,7,0.13510206112100037
5,A,1.2,69,A_l+1.2_n0069,360,60,145,all_resolved,1,1,0,0,0,0,7,0.29550035302367533
8,A,1.2,69,A_l+1.2_n0069,360,60,141,all_resolved,1,1,0,0,0,0,7,0.18076855517755536
5,A,1.2,70,A_l+1.2_n0070,360,60,160,all_resolved,1,1,0,0,0,0,7,0.2048207958913821
8,A,1.2,70,A_l+1.2_n0070,360,60,148,all_resolved,1,1,0,0,0,0,7,0.40446146419454515
5,A,1.2,71,A_l+1.2_n0071,360,60,188,all_resolved,1,1,0,0,0,0,7,0.3030005381977361
8,A,1.2,71,A_l+1.2_n0071,360,60,175,all_resolved,1,1,0,0,0,0,7,0.3005840981680534
5,A,1.2,72,A_l+1.2_n0072,360,60,141,all_resolved,1,1,0,0,0,0,7,0.18957712445509217
8,A,1.2,72,A_l+1.2_n0072,360,60,144,all_resolved,1,1,0,0,0,0,7,0.27545145870870696
5,A,1.2,73,A_l+1.2_n0073,360,60,153,all_resolved,1,1,0,0,0,0,7,0.22865108811700127
8,A,1.2,73,A_l+1.2_n0073,360,60,167,all_resolved,1,1,0,0,0,0,7,0.28195099119725925
5,A,1.2,74,A_l+1.2_n0074,360,60,164,all_resolved,1,1,0,0,0,0,7,0.28509389340210495
8,A,1.2,74,A_l+1.2_n0074,360,60,163,all_resolved,1,1,0,0,0,0,7,0.27434965370460646
5,A,1.2,75,A_l+1.2_n0075,360,60,145,all_resolved,1,1,0,0,0,0,7,0.24972446848393878
8,A,1.2,75,A_l+1.2_n0075,360,60,141,all_resolved,1,1,0,0,0,0,7,0.3249637569137328
5,A,1.2,76,A_l+1.2_n0076,360,60,144,all_resolved,1,1,0,0,0,0,7,0.1900361550292115
8,A,1.2,76,A_l+1.2_n0076,360,60,141,all_resolved,1,1,0,0,0,0,7,0.21156173946796666
5,A,1.2,77,A_l+1.2_n0077,360,60,206,all_resolved,1,1,0,0,0,0,7,0.25164677159908616
8,A,1.2,77,A_l+1.2_n0077,360,60,169,all_resolved,1,1,0,0,0,0,7,0.13918656626986917
5,A,1.2,78,A_l+1.2_n0078,360,60,140,all_resolved,1,1,0,0,0,0,7,0.25937184894426557
8,A,1.2,78,A_l+1.2_n0078,360,60,143,all_resolved,1,1,0,0,0,0,7,0.2403029199760935
5,A,1.2,79,A_l+1.2_n0079,360,60,149,all_resolved,1,1,0,0,0,0,7,0.2046232835727926
8,A,1.2,79,A_l+1.2_n0079,360,60,149,all_resolved,1,1,0,0,0,0,7,0.18001220765463083
5,A,1.2,80,A_l+1.2_n0080,360,60,184,all_resolved,1,1,0,0,0,0,7,0.22582207312855543
8,A,1.2,80,A_l+1.2_n0080,360,60,145,all_resolved,1,1,0,0,0,0,7,0.2783669568991286
5,A,1.2,81,A_l+1.2_n0081,360,60,146,all_resolved,1,1,0,0,0,0,7,0.16975170120993235
8,A,1.2,81,A_l+1.2_n0081,360,60,150,all_resolved,1,1,0,0,0,0,7,0.24639126667008812
5,A,1.2,82,A_l+1.2_n0082,360,60,148,all_resolved,1,1,0,0,0,0,7,0.23480047358692185
8,A,1.2,82,A_l+1.2_n0082,360,60,147,all_resolved,1,1,0,0,0,0,7,0.4029437641421965
5,A,1.2,83,A_l+1.2_n0083,360,60,140,all_resolved,1,1,0,0,0,0,7,0.2195852831037901
8,A,1.2,83,A_l+1.2_n0083,360,60,147,all_resolved,1,1,0,0,0,0,7,0.132815915820151
5,A,1.2,84,A_l+1.2_n0084,360,60,140,all_resolved,1,1,0,0,0,0,7,0.20095996767582447
8,A,1.2,84,A_l+1.2_n0084,360,60,141,all_resolved,1,1,0,0,0,0,7,0.28304612713981325
5,A,1.2,85,A_l+1.2_n0085,360,60,147,all_resolved,1,1,0,0,0,0,7,0.3816706732422856
8,A,1.2,85,A_l+1.2_n0085,360,60,179,all_resolved,1,1,0,0,0,0,7,0.459711630324774
5,A,1.2,86,A_l+1.2_n0086,360,60,153,all_resolved,1,1,0,0,0,0,7,0.2607256119260822
8,A,1.2,86,A_l+1.2_n0086,360,60,140,all_resolved,1,1,0,0,0,0,7,0.21128409520671193
5,A,1.2,87,A_l+1.2_n0087,360,60,141,all_resolved,1,1,0,0,0,0,7,0.30627690503365546
8,A,1.2,87,A_l+1.2_n0087,360,60,145,all_resolved,1,1,0,0,0,0,7,0.23384177641537734
5,A,1.2,88,A_l+1.2_n0088,360,60,166,all_resolved,1,1,0,0,0,0,7,0.2777957726645418
8,A,1.2,88,A_l+1.2_n0088,360,60,143,all_resolved,1,1,0,0,0,0,7,0.12273132556046977
5,A,1.2,89,A_l+1.2_n0089,360,60,140,all_resolved,1,1,0,0,0,0,7,0.32175649744820456
8,A,1.2,89,A_l+1.2_n0089,360,60,140,all_resolved,1,1,0,0,0,0,7,0.27218244628611515
5,A,1.2,90,A_l+1.2_n0090,360,60,145,all_resolved,1,1,0,0,0,0,7,0.1086857249332804
8,A,1.2,90,A_l+1.2_n0090,360,60,150,all_resolved,1,1,0,0,0,1,7,0.29921817968497716
5,A,1.2,91,A_l+1.2_n0091,360,60,140,all_resolved,1,1,0,0,0,0,7,0.3066399003328955
8,A,1.2,91,A_l+1.2_n0091,360,60,150,all_resolved,1,1,0,0,0,0,7,0.2546817854199
5,A,1.2,92,A_l+1.2_n0092,360,60,148,all_resolved,1,1,0,0,0,0,7,0.24473638342656948
8,A,1.2,92,A_l+1.2_n0092,360,60,164,all_resolved,1,1,0,0,0,0,7,0.1867001404259264
5,A,1.2,93,A_l+1.2_n0093,360,60,141,all_resolved,1,1,0,0,0,0,7,0.23565983648385944
8,A,1.2,93,A_l+1.2_n0093,360,60,162,all_resolved,1,1,0,0,0,0,7,0.1744728627253184
5,A,1.2,94,A_l+1.2_n0094,360,60,140,all_resolved,1,1,0,0,0,0,7,0.19556592110322019
8,A,1.2,94,A_l+1.2_n0094,360,60,145,all_resolved,1,1,0,0,0,0,7,0.328870001766012
5,A,1.2,95,A_l+1.2_n0095,360,60,170,all_resolved,1,1,0,0,0,0,7,0.299742124889533
8,A,1.2,95,A_l+1.2_n0095,360,60,158,all_resolved,1,1,0,0,0,0,7,0.1758506499825522
5,A,1.2,96,A_l+1.2_n0096,360,60,141,all_resolved,1,1,0,0,0,0,7,0.19674981235936717
8,A,1.2,96,A_l+1.2_n0096,360,60,140,all_resolved,1,1,0,0,0,0,7,0.28372617853267623
5,A,1.2,97,A_l+1.2_n0097,360,60,141,all_resolved,1,1,0,0,0,0,7,0.26720444480139455
8,A,1.2,97,A_l+1.2_n0097,360,60,141,all_resolved,1,1,0,0,0,0,7,0.16497665616115537
5,A,1.2,98,A_l+1.2_n0098,360,60,173,all_resolved,1,1,0,0,0,0,7,0.20337313593583436
8,A,1.2,98,A_l+1.2_n0098,360,60,146,all_resolved,1,1,0,0,0,0,7,0.1812088646492084
5,A,1.2,99,A_l+1.2_n0099,360,60,148,all_resolved,1,1,0,0,0,0,7,0.20610962358954915
8,A,1.2,99,A_l+1.2_n0099,360,60,144,all_resolved,1,1,0,0,0,0,7,0.2674147624160055
5,A,1.2,100,A_l+1.2_n0100,360,60,146,all_resolved,1,1,0,0,0,0,7,0.237585100512515
8,A,1.2,100,A_l+1.2_n0100,360,60,160,all_resolved,1,1,0,0,0,0,7,0.32990125881037063
5,A,1.2,101,A_l+1.2_n0101,360,60,151,all_resolved,1,1,0,0,0,0,7,0.37240303414984116
8,A,1.2,101,A_l+1.2_n0101,360,60,140,all_resolved,1,1,0,0,0,0,7,0.1889376228850015
5,A,1.2,102,A_l+1.2_n0102,360,60,151,all_resolved,1,1,0,0,0,0,7,0.25281056180726547
8,A,1.2,102,A_l+1.2_n0102,360,60,160,all_resolved,1,1,0,0,0,0,7,0.2928058768287188
5,A,1.2,103,A_l+1.2_n0103,360,60,140,all_resolved,1,1,0,0,0,0,7,0.20965902997672867
8,A,1.2,103,A_l+1.2_n0103,360,60,151,all_resolved,1,1,0,0,0,0,7,0.19510536869261674
5,A,1.2,104,A_l+1.2_n0104,360,60,143,all_resolved,1,1,0,0,0,0,7,0.2176282530371667
8,A,1.2,104,A_l+1.2_n0104,360,60,155,all_resolved,1,1,0,0,0,0,7,0.2546236773854677
5,A,1.2,105,A_l+1.2_n0105,360,60,185,all_resolved,1,1,0,0,0,0,7,0.20693617711430248
8,A,1.2,105,A_l+1.2_n0105,360,60,140,all_resolved,1,1,0,0,0,0,7,0.3370993676115261
5,A,1.2,106,A_l+1.2_n0106,360,60,159,all_resolved,1,1,0,0,0,0,7,0.21521393814512627
8,A,1.2,106,A_l+1.2_n0106,360,60,149,all_resolved,1,1,0,0,0,0,7,0.2586455281659487
5,A,1.2,107,A_l+1.2_n0107,360,60,159,all_resolved,1,1,0,0,0,0,7,0.27142493527714845
8,A,1.2,107,A_l+1.2_n0107,360,60,150,all_resolved,1,1,0,0,0,0,7,0.15737044180964724
5,A,1.2,108,A_l+1.2_n0108,360,60,159,all_resolved,1,1,0,0,0,0,7,0.15861435011918049
8,A,1.2,108,A_l+1.2_n0108,360,60,192,all_resolved,1,1,0,0,0,0,7,0.331461745008065
5,A,1.2,109,A_l+1.2_n0109,360,60,140,all_resolved,1,1,0,0,0,0,7,0.1408999981719112
8,A,1.2,109,A_l+1.2_n0109,360,60,158,all_resolved,1,1,0,0,0,0,7,0.2006683501546955
5,A,1.2,110,A_l+1.2_n0110,360,60,149,all_resolved,1,1,0,0,0,0,7,0.1766248344669041
8,A,1.2,110,A_l+1.2_n0110,360,60,164,all_resolved,1,1,0,0,0,0,7,0.24378260856847003
5,A,1.2,111,A_l+1.2_n0111,360,60,148,all_resolved,1,1,0,0,0,0,7,0.21518606956504718
8,A,1.2,111,A_l+1.2_n0111,360,60,140,all_resolved,1,1,0,0,0,0,7,0.3032425917485001
5,A,1.2,112,A_l+1.2_n0112,360,60,163,all_resolved,1,1,0,0,0,0,7,0.22121445136806941
8,A,1.2,112,A_l+1.2_n0112,360,60,143,all_resolved,1,1,0,0,0,0,7,0.08648275841207889
5,A,1.2,113,A_l+1.2_n0113,360,60,141,all_resolved,1,1,0,0,0,0,7,0.380406318919297
8,A,1.2,113,A_l+1.2_n0113,360,60,146,all_resolved,1,1,0,0,0,0,7,0.32150416295192386
5,A,1.2,114,A_l+1.2_n0114,360,60,169,all_resolved,1,1,0,0,0,0,7,0.28351706644282326
8,A,1.2,114,A_l+1.2_n0114,360,60,144,all_resolved,1,1,0,0,0,0,7,0.21460234582111284
5,A,1.2,115,A_l+1.2_n0115,360,60,164,all_resolved,1,1,0,0,0,0,7,0.21764088010979907
8,A,1.2,115,A_l+1.2_n0115,360,60,157,all_resolved,1,1,0,0,0,0,7,0.20791542807198216
5,A,1.2,116,A_l+1.2_n0116,360,60,187,all_resolved,1,1,0,0,0,0,7,0.20487001940600985
8,A,1.2,116,A_l+1.2_n0116,360,60,143,all_resolved,1,1,0,0,0,0,7,0.2785885234036259
5,A,1.2,117,A_l+1.2_n0117,360,60,168,all_resolved,1,1,0,0,0,0,7,0.3104732873899311
8,A,1.2,117,A_l+1.2_n0117,360,60,172,all_resolved,1,1,0,0,0,0,7,0.2840375783762942
5,A,1.2,118,A_l+1.2_n0118,360,60,149,all_resolved,1,1,0,0,0,0,7,0.28191984789044666
8,A,1.2,118,A_l+1.2_n0118,360,60,140,all_resolved,1,1,0,0,0,0,7,0.18805258774277606
5,A,1.2,119,A_l+1.2_n0119,360,60,177,all_resolved,1,1,0,0,0,0,7,0.31921147255296234
8,A,1.2,119,A_l+1.2_n0119,360,60,142,all_resolved,1,1,0,0,0,0,7,0.22225893724425222
5,A,1.2,120,A_l+1.2_n0120,360,60,154,all_resolved,1,1,0,0,0,1,7,0.40224426802759844
8,A,1.2,120,A_l+1.2_n0120,360,60,181,all_resolved,1,1,0,0,0,0,7,0.2789346488106805
5,A,1.2,121,A_l+1.2_n0121,360,60,168,all_resolved,1,1,0,0,0,0,7,0.30472243094881185
8,A,1.2,121,A_l+1.2_n0121,360,60,154,all_resolved,1,1,0,0,0,0,7,0.292939412543177
5,A,1.2,122,A_l+1.2_n0122,360,60,144,all_resolved,1,1,0,0,0,0,7,0.20673244529163726
8,A,1.2,122,A_l+1.2_n0122,360,60,166,all_resolved,1,1,0,0,0,0,7,0.15722504215893657
5,A,1.2,123,A_l+1.2_n0123,360,60,162,all_resolved,1,1,0,0,0,0,7,0.12794823909102102
8,A,1.2,123,A_l+1.2_n0123,360,60,156,all_resolved,1,1,0,0,0,0,7,0.265193774821593
5,A,1.2,124,A_l+1.2_n0124,360,60,173,all_resolved,1,1,0,0,0,0,7,0.1440425364777042
8,A,1.2,124,A_l+1.2_n0124,360,60,140,all_resolved,1,1,0,0,0,0,7,0.18124886307715407
5,A,1.2,125,A_l+1.2_n0125,360,60,140,all_resolved,1,1,0,0,0,0,7,0.2655825874617538
8,A,1.2,125,A_l+1.2_n0125,360,60,141,all_resolved,1,1,0,0,0,0,7,0.28221078742599887
5,A,1.2,126,A_l+1.2_n0126,360,60,144,all_resolved,1,1,0,0,0,1,7,0.3576946115581738
8,A,1.2,126,A_l+1.2_n0126,360,60,162,all_resolved,1,1,0,0,0,0,7,0.22480888527197132
5,A,1.2,127,A_l+1.2_n0127,360,60,142,all_resolved,1,1,0,0,0,0,7,0.33011509696583097
8,A,1.2,127,A_l+1.2_n0127,360,60,146,all_resolved,1,1,0,0,0,0,7,0.39380257685268116
5,A,1.2,128,A_l+1.2_n0128,360,60,140,all_resolved,1,1,0,0,0,0,7,0.15892327012111734
8,A,1.2,128,A_l+1.2_n0128,360,60,149,all_resolved,1,1,0,0,0,0,7,0.23622675844032076
5,A,1.2,129,A_l+1.2_n0129,360,60,145,all_resolved,1,1,0,0,0,0,7,0.22965319663787384
8,A,1.2,129,A_l+1.2_n0129,360,60,161,all_resolved,1,1,0,0,0,0,7,0.20746768349805336
5,A,1.2,130,A_l+1.2_n0130,360,60,140,all_resolved,1,1,0,0,0,0,7,0.16796891982131879
8,A,1.2,130,A_l+1.2_n0130,360,60,140,all_resolved,1,1,0,0,0,0,7,0.2983576499746082
5,A,1.2,131,A_l+1.2_n0131,360,60,150,all_resolved,1,1,0,0,0,0,7,0.2560981471440417
8,A,1.2,131,A_l+1.2_n0131,360,60,140,all_resolved,1,1,0,0,0,0,7,0.24149175450044919
5,A,1.2,132,A_l+1.2_n0132,360,60,149,all_resolved,1,1,0,0,0,0,7,0.19631033316799099
8,A,1.2,132,A_l+1.2_n0132,360,60,184,all_resolved,1,1,0,0,0,0,7,0.3310286207981597
5,A,1.2,133,A_l+1.2_n0133,360,60,153,all_resolved,1,1,0,0,0,0,7,0.2928647139572079
8,A,1.2,133,A_l+1.2_n0133,360,60,164,all_resolved,1,1,0,0,0,0,7,0.2881747975910806
5,A,1.2,134,A_l+1.2_n0134,360,60,148,all_resolved,1,1,0,0,0,0,7,0.13964626446258746
8,A,1.2,134,A_l+1.2_n0134,360,60,146,all_resolved,1,1,0,0,0,0,7,0.44106033752990914
5,A,1.2,135,A_l+1.2_n0135,360,60,140,all_resolved,1,1,0,0,0,0,7,0.28363740865037496
8,A,1.2,135,A_l+1.2_n0135,360,60,140,all_resolved,1,1,0,0,0,0,7,0.22050856589561726
5,A,1.2,136,A_l+1.2_n0136,360,60,156,all_resolved,1,1,0,0,0,0,7,0.3301291969318469
8,A,1.2,136,A_l+1.2_n0136,360,60,170,all_resolved,1,1,0,0,0,0,7,0.23600371486961852
5,A,1.2,137,A_l+1.2_n0137,360,60,144,all_resolved,1,1,0,0,0,1,7,0.32338705625376296
8,A,1.2,137,A_l+1.2_n0137,360,60,162,all_resolved,1,1,0,0,0,0,7,0.22323589857294404
5,A,1.2,138,A_l+1.2_n0138,360,60,141,all_resolved,1,1,0,0,0,0,7,0.09565486356565188
8,A,1.2,138,A_l+1.2_n0138,360,60,186,all_resolved,1,1,0,0,0,0,7,0.2744089845644024
5,A,1.2,139,A_l+1.2_n0139,360,60,148,all_resolved,1,1,0,0,0,0,7,0.2944120653772308
8,A,1.2,139,A_l+1.2_n0139,360,60,144,all_resolved,1,1,0,0,0,0,7,0.1530821298678999
5,A,1.2,140,A_l+1.2_n0140,360,60,152,all_resolved,1,1,0,0,0,0,7,0.2672168269104825
8,A,1.2,140,A_l+1.2_n0140,360,60,157,all_resolved,1,1,0,0,0,0,7,0.2922403159822939
5,A,1.2,141,A_l+1.2_n0141,360,60,146,all_resolved,1,1,0,0,0,0,7,0.2528752121867222
8,A,1.2,141,A_l+1.2_n0141,360,60,142,all_resolved,1,1,0,0,0,0,7,0.123330138512834
5,A,1.2,142,A_l+1.2_n0142,360,60,168,all_resolved,1,1,0,0,0,0,7,0.2662655143197186
8,A,1.2,142,A_l+1.2_n0142,360,60,157,all_resolved,1,1,0,0,0,0,7,0.2590060499404259
5,A,1.2,143,A_l+1.2_n0143,360,60,142,all_resolved,1,1,0,0,0,0,7,0.26247026384563993
8,A,1.2,143,A_l+1.2_n0143,360,60,152,all_resolved,1,1,0,0,0,0,7,0.29129872027165277
5,A,1.2,144,A_l+1.2_n0144,360,60,159,all_resolved,1,1,0,0,0,0,7,0.18192030778810447
8,A,1.2,144,A_l+1.2_n0144,360,60,147,all_resolved,1,1,0,0,0,0,7,0.21255426626818744
5,A,1.2,145,A_l+1.2_n0145,360,60,140,all_resolved,1,1,0,0,0,0,7,0.3011183856958523
8,A,1.2,145,A_l+1.2_n0145,360,60,155,all_resolved,1,1,0,0,0,0,7,0.20080407586775967
5,A,1.2,146,A_l+1.2_n0146,360,60,169,all_resolved,1,1,0,0,0,0,7,0.3753065110462002
8,A,1.2,146,A_l+1.2_n0146,360,60,159,all_resolved,1,1,0,0,0,0,7,0.2166734741153729
5,A,1.2,147,A_l+1.2_n0147,360,60,150,all_resolved,1,1,0,0,0,0,7,0.25247290393821614
8,A,1.2,147,A_l+1.2_n0147,360,60,161,all_resolved,1,1,0,0,0,0,7,0.21778388627725126
5,A,1.2,148,A_l+1.2_n0148,360,60,141,all_resolved,1,1,0,0,0,0,7,0.2187749139627226
8,A,1.2,148,A_l+1.2_n0148,360,60,150,all_resolved,1,1,0,0,0,0,7,0.29692088216074236
5,A,1.2,149,A_l+1.2_n0149,360,60,162,all_resolved,1,1,0,0,0,0,7,0.26892323293020676
8,A,1.2,149,A_l+1.2_n0149,360,60,140,all_resolved,1,1,0,0,0,0,7,0.26344240528490126
5,A,1.2,150,A_l+1.2_n0150,360,60,143,all_resolved,1,1,0,0,0,0,7,0.3712231444439976
8,A,1.2,150,A_l+1.2_n0150,360,60,140,all_resolved,1,1,0,0,0,0,7,0.2809060113564353
5,A,1.2,151,A_l+1.2_n0151,360,60,172,all_resolved,1,1,0,0,0,0,7,0.3394285298994042
8,A,1.2,151,A_l+1.2_n0151,360,60,140,all_resolved,1,1,0,0,0,0,7,0.27120736419800917
5,A,1.2,152,A_l+1.2_n0152,360,60,161,all_resolved,1,1,0,0,0,0,7,0.22319826026106787
8,A,1.2,152,A_l+1.2_n0152,360,60,206,all_resolved,1,1,0,0,0,0,7,0.30466728157038325
5,A,1.2,153,A_l+1.2_n0153,360,60,140,all_resolved,1,1,0,0,0,0,7,0.15601320053282802
8,A,1.2,153,A_l+1.2_n0153,360,60,140,all_resolved,1,1,0,0,0,0,7,0.201885971620348
5,A,1.2,154,A_l+1.2_n0154,360,60,140,all_resolved,1,1,0,0,0,0,7,0.19385351149057967
8,A,1.2,154,A_l+1.2_n0154,360,60,140,all_resolved,1,1,0,0,0,0,7,0.363717554743337
5,A,1.2,155,A_l+1.2_n0155,360,60,145,all_resolved,1,1,0,0,0,0,7,0.26678248572319874
8,A,1.2,155,A_l+1.2_n0155,360,60,142,all_resolved,1,1,0,0,0,0,7,0.3013752807246215
5,A,1.2,156,A_l+1.2_n0156,360,60,145,all_resolved,1,1,0,0,0,0,7,0.1461547617444864
8,A,1.2,156,A_l+1.2_n0156,360,60,151,all_resolved,1,1,0,0,0,0,7,0.1876546912969765
5,A,1.2,157,A_l+1.2_n0157,360,60,142,all_resolved,1,1,0,0,0,0,7,0.18381136679121685
8,A,1.2,157,A_l+1.2_n0157,360,60,169,all_resolved,1,1,0,0,0,0,7,0.2546153361353972
5,A,1.2,158,A_l+1.2_n0158,360,60,140,all_resolved,1,1,0,0,0,0,7,0.1915826150788988
8,A,1.2,158,A_l+1.2_n0158,360,60,149,all_resolved,1,1,0,0,0,0,7,0.29345367196164585
5,A,1.2,159,A_l+1.2_n0159,360,60,140,all_resolved,1,1,0,0,0,0,7,0.3108227035999512
8,A,1.2,159,A_l+1.2_n0159,360,60,140,all_resolved,1,1,0,0,0,0,7,0.23047387859342838
5,A,1.2,160,A_l+1.2_n0160,360,60,148,all_resolved,1,1,0,0,0,0,7,0.32118419027549777
8,A,1.2,160,A_l+1.2_n0160,360,60,148,all_resolved,1,1,0,0,0,0,7,0.22492391225456027
5,A,1.2,161,A_l+1.2_n0161,360,60,149,all_resolved,1,1,0,0,0,0,7,0.2904415151383852
8,A,1.2,161,A_l+1.2_n0161,360,60,155,all_resolved,1,1,0,0,0,0,7,0.36031415200624783
5,A,1.2,162,A_l+1.2_n0162,360,60,146,all_resolved,1,1,0,0,0,0,7,0.26884057618118357
8,A,1.2,162,A_l+1.2_n0162,360,60,153,all_resolved,1,1,0,0,0,0,7,0.21498809519513593
5,A,1.2,163,A_l+1.2_n0163,360,60,140,all_resolved,1,1,0,0,0,0,7,0.1984546001472949
8,A,1.2,163,A_l+1.2_n0163,360,60,141,all_resolved,1,1,0,0,0,0,7,0.2402738430353702
5,A,1.2,164,A_l+1.2_n0164,360,60,175,all_resolved,1,1,0,0,0,0,7,0.14852841395305508
8,A,1.2,164,A_l+1.2_n0164,360,60,150,all_resolved,1,1,0,0,0,0,7,0.25114367535260324
5,A,1.2,165,A_l+1.2_n0165,360,60,140,all_resolved,1,1,0,0,0,0,7,0.2011458184680676
8,A,1.2,165,A_l+1.2_n0165,360,60,142,all_resolved,1,1,0,0,0,0,7,0.24971935467975576
5,A,1.2,166,A_l+1.2_n0166,360,60,145,all_resolved,1,1,0,0,0,0,7,0.2708489409157247
8,A,1.2,166,A_l+1.2_n0166,360,60,144,all_resolved,1,1,0,0,0,0,7,0.18747104579294246
5,A,1.2,167,A_l+1.2_n0167,360,60,154,all_resolved,1,1,0,0,0,1,7,0.26973930631686044
8,A,1.2,167,A_l+1.2_n0167,360,60,150,all_resolved,1,1,0,0,0,0,7,0.24559199491843836
5,A,1.2,168,A_l+1.2_n0168,360,60,140,all_resolved,1,1,0,0,0,0,7,0.1384625398212291
8,A,1.2,168,A_l+1.2_n0168,360,60,152,all_resolved,1,1,0,0,0,0,7,0.2078308741451113
5,A,1.2,169,A_l+1.2_n0169,360,60,141,all_resolved,1,1,0,0,0,0,7,0.27708221758443186
8,A,1.2,169,A_l+1.2_n0169,360,60,140,all_resolved,1,1,0,0,0,0,7,0.1442832786908376
5,A,1.2,170,A_l+1.2_n0170,360,60,150,all_resolved,1,1,0,0,0,0,7,0.21657610352023568
8,A,1.2,170,A_l+1.2_n0170,360,60,152,all_resolved,1,1,0,0,0,0,7,0.2835060674307023
5,A,1.2,171,A_l+1.2_n0171,360,60,155,all_resolved,1,1,0,0,0,0,7,0.17307794156332762
8,A,1.2,171,A_l+1.2_n0171,360,60,140,all_resolved,1,1,0,0,0,1,7,0.3655645183088475
5,A,1.2,172,A_l+1.2_n0172,360,60,153,all_resolved,1,1,0,0,0,0,7,0.2288522977201976
8,A,1.2,172,A_l+1.2_n0172,360,60,140,all_resolved,1,1,0,0,0,0,7,0.22840202340477347
5,A,1.2,173,A_l+1.2_n0173,360,60,182,all_resolved,1,1,0,0,0,0,7,0.28734984380352335
8,A,1.2,173,A_l+1.2_n0173,360,60,188,all_resolved,1,1,0,0,0,0,7,0.4069462906066444
5,A,1.2,174,A_l+1.2_n0174,360,60,140,all_resolved,1,1,0,0,0,0,7,0.19970008421012883
8,A,1.2,174,A_l+1.2_n0174,360,60,142,all_resolved,1,1,0,0,0,0,7,0.37173535410707387
5,A,1.2,175,A_l+1.2_n0175,360,60,140,all_resolved,1,1,0,0,0,0,7,0.2909494783429736
8,A,1.2,175,A_l+1.2_n0175,360,60,151,all_resolved,1,1,0,0,0,0,7,0.23608746397040895
5,A,1.2,176,A_l+1.2_n0176,360,60,140,all_resolved,1,1,0,0,0,0,7,0.23711454983072985
8,A,1.2,176,A_l+1.2_n0176,360,60,146,all_resolved,1,1,0,0,0,0,7,0.22617814931618305
5,A,1.2,177,A_l+1.2_n0177,360,60,231,all_resolved,1,1,0,0,0,0,7,0.3485727094580347
8,A,1.2,177,A_l+1.2_n0177,360,60,141,all_resolved,1,1,0,0,0,0,7,0.3458695472531493
5,A,1.2,178,A_l+1.2_n0178,360,60,160,all_resolved,1,1,0,0,0,0,7,0.3392107727992559
