case_id,origin,label_expert1,label_expert2,label_expert3,label_expert4
26393998,task2_images_v3/task2_event2584.png,domain6,domain6,domain3,domain6
26397429,task2_images_v3/task2_event2585.png,domain2,domain2,domain3,domain3
26397307,task2_images_v3/task2_event2586.png,domain3,domain3,domain7,domain3
26394064,task2_images_v3/task2_event2587.png,domain7,domain7,domain7,domain7
26395233,task2_images_v3/task2_event2588.png,domain2,domain2,domain4,domain2
26395940,task2_images_v3/task2_event2589.png,domain7,domain7,domain7,domain7
26395044,task2_images_v3/task2_event2590.png,domain6,domain6,domain4,domain4
26394794,task2_images_v3/task2_event2591.png,domain6,domain6,domain6,domain6
26396964,task2_images_v3/task2_event2592.png,domain7,domain7,domain7,domain2
26396094,task2_images_v3/task2_event2593.png,domain6,domain6,domain6,domain6
26397550,task2_images_v3/task2_event2594.png,domain2,domain2,domain4,domain2
26395483,task2_images_v3/task2_event2595.png,domain2,domain2,domain2,domain2
26393402,task2_images_v3/task2_event2596.png,domain5,domain5,domain3,domain5
26394458,task2_images_v3/task2_event2597.png,domain7,domain7,domain7,domain3
26393698,task2_images_v3/task2_event2598.png,domain5,domain5,domain5,domain5
26394423,task2_images_v3/task2_event2599.png,domain3,domain3,domain3,domain3
26395508,task2_images_v3/task2_event2600.png,domain5,domain5,domain5,domain5
26395798,task2_images_v3/task2_event2601.png,domain4,domain4,domain4,domain6
26393012,task2_images_v3/task2_event2602.png,domain5,domain5,domain5,domain5
26395567,task2_images_v3/task2_event2603.png,domain6,domain6,domain4,domain6
26395431,task2_images_v3/task2_event2604.png,domain2,domain4,domain4,domain4
26393828,task2_images_v3/task2_event2605.png,domain7,domain7,domain7,domain7
26393856,task2_images_v3/task2_event2606.png,domain4,domain7,domain4,domain4
26394259,task2_images_v3/task2_event2607.png,domain3,domain3,domain3,domain3
26395377,task2_images_v3/task2_event2608.png,domain2,domain2,domain3,domain2
26393416,task2_images_v3/task2_event2609.png,domain3,domain7,domain3,domain3
26396480,task2_images_v3/task2_event2610.png,domain7,domain3,domain4,domain3
26393196,task2_images_v3/task2_event2611.png,domain7,domain7,domain7,domain4
26396607,task2_images_v3/task2_event2612.png,domain2,domain2,domain2,domain2
26395416,task2_images_v3/task2_event2613.png,domain5,domain5,domain3,domain5
26395821,task2_images_v3/task2_event2614.png,domain6,domain6,domain6,domain6
26396970,task2_images_v3/task2_event2615.png,domain3,domain3,domain5,domain6
26392955,task2_images_v3/task2_event2616.png,domain4,domain4,domain4,domain4
26396829,task2_images_v3/task2_event2617.png,domain2,domain2,domain7,domain7
26396119,task2_images_v3/task2_event2618.png,domain3,domain5,domain3,domain5
26396666,task2_images_v3/task2_event2619.png,domain6,domain4,domain4,domain6
26393842,task2_images_v3/task2_event2620.png,domain7,domain7,domain4,domain7
26396245,task2_images_v3/task2_event2621.png,domain4,domain7,domain4,domain3
26394631,task2_images_v3/task2_event2622.png,domain4,domain4,domain4,domain4
26393850,task2_images_v3/task2_event2623.png,domain3,domain3,domain3,domain5
26397780,task2_images_v3/task2_event2624.png,domain6,domain6,domain6,domain6
26394743,task2_images_v3/task2_event2625.png,domain2,domain2,domain3,domain6
26396794,task2_images_v3/task2_event2626.png,domain5,domain5,domain3,domain5
26394575,task2_images_v3/task2_event2627.png,domain5,domain3,domain3,domain5
26396613,task2_images_v3/task2_event2628.png,domain4,domain4,domain3,domain3
26397263,task2_images_v3/task2_event2629.png,domain5,domain5,domain3,domain5
26393870,task2_images_v3/task2_event2630.png,domain4,domain4,domain4,domain4
26397270,task2_images_v3/task2_event2631.png,domain5,domain5,domain3,domain5
26397322,task2_images_v3/task2_event2632.png,domain4,domain4,domain4,domain4
26394248,task2_images_v3/task2_event2633.png,domain7,domain4,domain4,domain2
26393525,task2_images_v3/task2_event2634.png,domain3,domain4,domain3,domain6
26392916,task2_images_v3/task2_event2635.png,domain5,domain5,domain4,domain5
26397344,task2_images_v3/task2_event2636.png,domain2,domain2,domain2,domain2
26395462,task2_images_v3/task2_event2637.png,domain3,domain3,domain3,domain5
26394752,task2_images_v3/task2_event2638.png,domain4,domain4,domain3,domain4
26394162,task2_images_v3/task2_event2639.png,domain2,domain5,domain3,domain5
26395174,task2_images_v3/task2_event2640.png,domain2,domain2,domain2,domain7
26397513,task2_images_v3/task2_event2641.png,domain4,domain3,domain4,domain4
26397634,task2_images_v3/task2_event2642.png,domain4,domain2,domain4,domain2
26395436,task2_images_v3/task2_event2643.png,domain6,domain6,domain4,domain6
26395028,task2_images_v3/task2_event2644.png,domain4,domain4,domain4,domain4
26392837,task2_images_v3/task2_event2645.png,domain6,domain3,domain3,domain5
26394353,task2_images_v3/task2_event2646.png,domain5,domain3,domain3,domain3
26396303,task2_images_v3/task2_event2647.png,domain4,domain4,domain4,domain4
26392919,task2_images_v3/task2_event2648.png,domain3,domain3,domain3,domain3
26393009,task2_images_v3/task2_event2649.png,domain3,domain3,domain3,domain3
26394589,task2_images_v3/task2_event2650.png,domain4,domain4,domain4,domain4
26397571,task2_images_v3/task2_event2651.png,domain2,domain2,domain2,domain2
26394973,task2_images_v3/task2_event2652.png,domain2,domain2,domain4,domain2
26395243,task2_images_v3/task2_event2653.png,domain4,domain4,domain7,domain7
26395276,task2_images_v3/task2_event2654.png,domain5,domain3,domain3,domain5
26397286,task2_images_v3/task2_event2655.png,domain6,domain6,domain6,domain6
26393586,task2_images_v3/task2_event2656.png,domain3,domain3,domain3,domain3
26393983,task2_images_v3/task2_event2657.png,domain7,domain3,domain3,domain3
26393549,task2_images_v3/task2_event2658.png,domain5,domain5,domain4,domain5
26397057,task2_images_v3/task2_event2659.png,domain2,domain2,domain7,domain2
26397046,task2_images_v3/task2_event2660.png,domain5,domain3,domain3,domain5
26394775,task2_images_v3/task2_event2661.png,domain5,domain5,domain5,domain5
26395891,task2_images_v3/task2_event2662.png,domain7,domain7,domain4,domain7
26393521,task2_images_v3/task2_event2663.png,domain3,domain7,domain7,domain7
26394261,task2_images_v3/task2_event2664.png,domain2,domain2,domain4,domain4
26393225,task2_images_v3/task2_event2665.png,domain2,domain2,domain3,domain3
26395557,task2_images_v3/task2_event2666.png,domain3,domain3,domain3,domain5
26396089,task2_images_v3/task2_event2667.png,domain5,domain5,domain5,domain5
26395769,task2_images_v3/task2_event2668.png,domain5,domain5,domain6,domain6
26394542,task2_images_v3/task2_event2669.png,domain4,domain4,domain4,domain4
26393237,task2_images_v3/task2_event2670.png,domain3,domain3,domain3,domain3
26393383,task2_images_v3/task2_event2671.png,domain3,domain7,domain7,domain3
26396139,task2_images_v3/task2_event2672.png,domain5,domain5,domain3,domain3
26394143,task2_images_v3/task2_event2673.png,domain7,domain7,domain7,domain7
26395353,task2_images_v3/task2_event2674.png,domain5,domain5,domain3,domain5
26397267,task2_images_v3/task2_event2675.png,domain2,domain3,domain3,domain2
26394227,task2_images_v3/task2_event2676.png,domain6,domain6,domain6,domain5
26394552,task2_images_v3/task2_event2677.png,domain3,domain3,domain3,domain3
26397090,task2_images_v3/task2_event2678.png,domain3,domain7,domain4,domain7
26394164,task2_images_v3/task2_event2679.png,domain5,domain5,domain5,domain5
26395957,task2_images_v3/task2_event2680.png,domain5,domain3,domain3,domain5
26395680,task2_images_v3/task2_event2681.png,domain6,domain6,domain6,domain6
26394467,task2_images_v3/task2_event2682.png,domain6,domain6,domain3,domain6
26394991,task2_images_v3/task2_event2683.png,domain5,domain3,domain3,domain3
26396565,task2_images_v3/task2_event2684.png,domain6,domain6,domain6,domain6
26395765,task2_images_v3/task2_event2685.png,domain5,domain5,domain3,domain5
26395236,task2_images_v3/task2_event2686.png,domain5,domain5,domain5,domain5
26394625,task2_images_v3/task2_event2687.png,domain2,domain2,domain2,domain2
26396323,task2_images_v3/task2_event2688.png,domain3,domain3,domain3,domain3
26396606,task2_images_v3/task2_event2689.png,domain7,domain7,domain5,domain6
26393576,task2_images_v3/task2_event2690.png,domain6,domain6,domain6,domain6
26397680,task2_images_v3/task2_event2691.png,domain6,domain6,domain3,domain6
26394699,task2_images_v3/task2_event2692.png,domain6,domain6,domain6,domain6
26393394,task2_images_v3/task2_event2693.png,domain7,domain3,domain3,domain7
26395655,task2_images_v3/task2_event2694.png,domain4,domain4,domain4,domain3
26396820,task2_images_v3/task2_event2695.png,domain2,domain2,domain2,domain2
26395087,task2_images_v3/task2_event2696.png,domain6,domain6,domain6,domain6
26394697,task2_images_v3/task2_event2697.png,domain4,domain4,domain4,domain4
26397483,task2_images_v3/task2_event2698.png,domain4,domain4,domain4,domain6
26394652,task2_images_v3/task2_event2699.png,domain4,domain4,domain4,domain4
26397558,task2_images_v3/task2_event2700.png,domain6,domain6,domain4,domain6
26394329,task2_images_v3/task2_event2701.png,domain3,domain7,domain7,domain7
26394146,task2_images_v3/task2_event2702.png,domain5,domain5,domain5,domain5
26394567,task2_images_v3/task2_event2703.png,domain2,domain2,domain2,domain2
26394952,task2_images_v3/task2_event2704.png,domain3,domain5,domain3,domain3
26394774,task2_images_v3/task2_event2705.png,domain6,domain6,domain4,domain6
26397333,task2_images_v3/task2_event2706.png,domain2,domain2,domain4,domain4
26394364,task2_images_v3/task2_event2707.png,domain7,domain7,domain4,domain7
26396621,task2_images_v3/task2_event2708.png,domain7,domain7,domain4,domain4
26396544,task2_images_v3/task2_event2709.png,domain7,domain4,domain4,domain6
26394374,task2_images_v3/task2_event2710.png,domain3,domain3,domain3,domain3
26393969,task2_images_v3/task2_event2711.png,domain7,domain7,domain7,domain4
26395961,task2_images_v3/task2_event2712.png,domain4,domain7,domain4,domain4
26397325,task2_images_v3/task2_event2713.png,domain7,domain7,domain7,domain7
26395638,task2_images_v3/task2_event2714.png,domain3,domain3,domain3,domain3
26395990,task2_images_v3/task2_event2715.png,domain4,domain2,domain2,domain2
26395332,task2_images_v3/task2_event2716.png,domain7,domain7,domain4,domain7
26397111,task2_images_v3/task2_event2717.png,domain6,domain6,domain4,domain6
26396708,task2_images_v3/task2_event2718.png,domain5,domain5,domain5,domain5
26397441,task2_images_v3/task2_event2719.png,domain3,domain4,domain4,domain4
26394756,task2_images_v3/task2_event2720.png,domain3,domain3,domain3,domain3
26396035,task2_images_v3/task2_event2721.png,domain5,domain5,domain5,domain5
26394070,task2_images_v3/task2_event2722.png,domain4,domain3,domain3,domain3
26394620,task2_images_v3/task2_event2723.png,domain2,domain4,domain2,domain6
26394906,task2_images_v3/task2_event2724.png,domain2,domain2,domain2,domain5
26397414,task2_images_v3/task2_event2725.png,domain2,domain2,domain2,domain2
26392869,task2_images_v3/task2_event2726.png,domain7,domain7,domain4,domain3
26395343,task2_images_v3/task2_event2727.png,domain7,domain7,domain4,domain7
26393546,task2_images_v3/task2_event2728.png,domain4,domain4,domain4,domain4
26396352,task2_images_v3/task2_event2729.png,domain7,domain7,domain7,domain2
26393809,task2_images_v3/task2_event2730.png,domain4,domain4,domain4,domain4
26396039,task2_images_v3/task2_event2731.png,domain4,domain4,domain4,domain4
26392825,task2_images_v3/task2_event2732.png,domain6,domain5,domain5,domain5
26393567,task2_images_v3/task2_event2733.png,domain6,domain2,domain6,domain6
26397627,task2_images_v3/task2_event2734.png,domain5,domain5,domain5,domain5
26395501,task2_images_v3/task2_event2735.png,domain2,domain2,domain2,domain2
26397293,task2_images_v3/task2_event2736.png,domain2,domain2,domain4,domain2
26397498,task2_images_v3/task2_event2737.png,domain6,domain4,domain4,domain4
26396816,task2_images_v3/task2_event2738.png,domain5,domain5,domain3,domain5
26395113,task2_images_v3/task2_event2739.png,domain2,domain2,domain4,domain4
26394681,task2_images_v3/task2_event2740.png,domain2,domain2,domain2,domain3
26394565,task2_images_v3/task2_event2741.png,domain5,domain5,domain5,domain6
26392826,task2_images_v3/task2_event2742.png,domain5,domain3,domain3,domain5
26394619,task2_images_v3/task2_event2743.png,domain5,domain5,domain5,domain5
26393740,task2_images_v3/task2_event2744.png,domain3,domain3,domain3,domain3
26394029,task2_images_v3/task2_event2745.png,domain2,domain2,domain2,domain6
26396120,task2_images_v3/task2_event2746.png,domain5,domain5,domain5,domain6
26396556,task2_images_v3/task2_event2747.png,domain4,domain4,domain4,domain4
26397541,task2_images_v3/task2_event2748.png,domain4,domain4,domain4,domain4
26393320,task2_images_v3/task2_event2749.png,domain4,domain4,domain4,domain4
26392849,task2_images_v3/task2_event2750.png,domain6,domain6,domain6,domain6
26393327,task2_images_v3/task2_event2751.png,domain6,domain6,domain3,domain6
26396483,task2_images_v3/task2_event2752.png,domain2,domain2,domain4,domain2
26397553,task2_images_v3/task2_event2753.png,domain5,domain2,domain3,domain5
26395223,task2_images_v3/task2_event2754.png,domain2,domain2,domain2,domain2
26393064,task2_images_v3/task2_event2755.png,domain2,domain2,domain7,domain7
26394303,task2_images_v3/task2_event2756.png,domain3,domain3,domain3,domain3
26397715,task2_images_v3/task2_event2757.png,domain5,domain5,domain5,domain5
26396952,task2_images_v3/task2_event2758.png,domain3,domain3,domain3,domain3
26394492,task2_images_v3/task2_event2759.png,domain6,domain6,domain4,domain6
26396314,task2_images_v3/task2_event2760.png,domain2,domain2,domain2,domain3
26397015,task2_images_v3/task2_event2761.png,domain2,domain2,domain7,domain6
26393172,task2_images_v3/task2_event2762.png,domain4,domain4,domain4,domain3
26396949,task2_images_v3/task2_event2763.png,domain5,domain5,domain5,domain5
26397173,task2_images_v3/task2_event2764.png,domain2,domain2,domain2,domain5
26397100,task2_images_v3/task2_event2765.png,domain4,domain3,domain3,domain6
26396575,task2_images_v3/task2_event2766.png,domain2,domain2,domain2,domain2
26392892,task2_images_v3/task2_event2767.png,domain5,domain5,domain5,domain5
26394116,task2_images_v3/task2_event2768.png,domain6,domain6,domain6,domain6
26394844,task2_images_v3/task2_event2769.png,domain5,domain5,domain6,domain6
26394836,task2_images_v3/task2_event2770.png,domain2,domain2,domain2,domain2
26392865,task2_images_v3/task2_event2771.png,domain3,domain4,domain4,domain4
26393816,task2_images_v3/task2_event2772.png,domain5,domain5,domain5,domain6
26393353,task2_images_v3/task2_event2773.png,domain5,domain5,domain5,domain5
26397564,task2_images_v3/task2_event2774.png,domain6,domain6,domain5,domain6
26393086,task2_images_v3/task2_event2775.png,domain2,domain2,domain7,domain7
26396681,task2_images_v3/task2_event2776.png,domain6,domain6,domain6,domain6
26397466,task2_images_v3/task2_event2777.png,domain2,domain2,domain2,domain2
26392900,task2_images_v3/task2_event2778.png,domain2,domain2,domain3,domain5
26396074,task2_images_v3/task2_event2779.png,domain6,domain6,domain6,domain6
26397027,task2_images_v3/task2_event2780.png,domain7,domain7,domain4,domain2
26393810,task2_images_v3/task2_event2781.png,domain3,domain3,domain3,domain3
26393970,task2_images_v3/task2_event2782.png,domain2,domain2,domain2,domain2
26394276,task2_images_v3/task2_event2783.png,domain2,domain2,domain3,domain2
26396123,task2_images_v3/task2_event2784.png,domain2,domain2,domain4,domain2
26393314,task2_images_v3/task2_event2785.png,domain4,domain4,domain4,domain4
26396431,task2_images_v3/task2_event2786.png,domain3,domain3,domain3,domain3
26395149,task2_images_v3/task2_event2787.png,domain4,domain4,domain4,domain4
26395455,task2_images_v3/task2_event2788.png,domain3,domain3,domain3,domain3
26397186,task2_images_v3/task2_event2789.png,domain6,domain6,domain6,domain6
26394814,task2_images_v3/task2_event2790.png,domain6,domain6,domain6,domain6
26397685,task2_images_v3/task2_event2791.png,domain2,domain2,domain3,domain3
26394432,task2_images_v3/task2_event2792.png,domain6,domain6,domain6,domain6
26396771,task2_images_v3/task2_event2793.png,domain3,domain5,domain3,domain5
26394431,task2_images_v3/task2_event2794.png,domain4,domain2,domain2,domain2
26393937,task2_images_v3/task2_event2795.png,domain6,domain6,domain4,domain4
26396530,task2_images_v3/task2_event2796.png,domain3,domain3,domain3,domain3
26394109,task2_images_v3/task2_event2797.png,domain6,domain5,domain3,domain5
26393193,task2_images_v3/task2_event2798.png,domain3,domain3,domain3,domain3
26393692,task2_images_v3/task2_event2799.png,domain5,domain2,domain5,domain6
26395453,task2_images_v3/task2_event2800.png,domain6,domain6,domain6,domain6
26394893,task2_images_v3/task2_event2801.png,domain4,domain4,domain4,domain4
26397586,task2_images_v3/task2_event2802.png,domain6,domain6,domain6,domain6
26393862,task2_images_v3/task2_event2803.png,domain4,domain4,domain4,domain4
26397738,task2_images_v3/task2_event2804.png,domain7,domain3,domain4,domain4
26393014,task2_images_v3/task2_event2805.png,domain6,domain7,domain4,domain6
26393704,task2_images_v3/task2_event2806.png,domain3,domain3,domain4,domain6
26397374,task2_images_v3/task2_event2807.png,domain3,domain3,domain3,domain5
26396228,task2_images_v3/task2_event2808.png,domain7,domain7,domain7,domain7
26397573,task2_images_v3/task2_event2809.png,domain6,domain4,domain4,domain4
26394781,task2_images_v3/task2_event2810.png,domain6,domain6,domain6,domain6
26397611,task2_images_v3/task2_event2811.png,domain5,domain5,domain5,domain5
26393324,task2_images_v3/task2_event2812.png,domain4,domain5,domain4,domain6
26395977,task2_images_v3/task2_event2813.png,domain3,domain3,domain4,domain6
26397584,task2_images_v3/task2_event2814.png,domain3,domain3,domain3,domain3
26392873,task2_images_v3/task2_event2815.png,domain3,domain3,domain3,domain3
26393186,task2_images_v3/task2_event2816.png,domain5,domain5,domain6,domain6
26393731,task2_images_v3/task2_event2817.png,domain3,domain3,domain4,domain3
26396929,task2_images_v3/task2_event2818.png,domain2,domain2,domain2,domain2
26396388,task2_images_v3/task2_event2819.png,domain3,domain3,domain3,domain3
26393985,task2_images_v3/task2_event2820.png,domain5,domain5,domain6,domain6
26396618,task2_images_v3/task2_event2821.png,domain2,domain2,domain4,domain4
26395269,task2_images_v3/task2_event2822.png,domain3,domain3,domain3,domain3
26396672,task2_images_v3/task2_event2823.png,domain6,domain6,domain4,domain3
26396331,task2_images_v3/task2_event2824.png,domain6,domain5,domain3,domain5
26394332,task2_images_v3/task2_event2825.png,domain5,domain5,domain5,domain5
26393119,task2_images_v3/task2_event2826.png,domain5,domain5,domain5,domain5
26394134,task2_images_v3/task2_event2827.png,domain3,domain7,domain4,domain3
26394548,task2_images_v3/task2_event2828.png,domain5,domain5,domain5,domain5
26393110,task2_images_v3/task2_event2829.png,domain3,domain7,domain3,domain3
26393229,task2_images_v3/task2_event2830.png,domain4,domain4,domain4,domain4
26394397,task2_images_v3/task2_event2831.png,domain5,domain5,domain3,domain5
26395804,task2_images_v3/task2_event2832.png,domain5,domain5,domain3,domain5
26396987,task2_images_v3/task2_event2833.png,domain3,domain3,domain3,domain5
26393178,task2_images_v3/task2_event2834.png,domain5,domain5,domain5,domain6
26393464,task2_images_v3/task2_event2835.png,domain2,domain2,domain4,domain3
26397557,task2_images_v3/task2_event2836.png,domain3,domain3,domain3,domain4
26395912,task2_images_v3/task2_event2837.png,domain3,domain3,domain3,domain3
26397582,task2_images_v3/task2_event2838.png,domain4,domain4,domain4,domain4
26394349,task2_images_v3/task2_event2839.png,domain3,domain3,domain3,domain6
26393680,task2_images_v3/task2_event2840.png,domain2,domain2,domain4,domain2
26393156,task2_images_v3/task2_event2841.png,domain2,domain2,domain2,domain2
26396576,task2_images_v3/task2_event2842.png,domain4,domain4,domain4,domain4
26392978,task2_images_v3/task2_event2843.png,domain3,domain7,domain7,domain7
26395689,task2_images_v3/task2_event2844.png,domain6,domain6,domain6,domain6
26396979,task2_images_v3/task2_event2845.png,domain6,domain6,domain6,domain6
26393670,task2_images_v3/task2_event2846.png,domain7,domain4,domain4,domain2
26393044,task2_images_v3/task2_event2847.png,domain2,domain2,domain7,domain2
26393212,task2_images_v3/task2_event2848.png,domain4,domain4,domain4,domain4
26397020,task2_images_v3/task2_event2849.png,domain4,domain4,domain4,domain4
26396403,task2_images_v3/task2_event2850.png,domain5,domain5,domain5,domain6
26393373,task2_images_v3/task2_event2851.png,domain5,domain5,domain3,domain5
26393247,task2_images_v3/task2_event2852.png,domain7,domain7,domain3,domain7
26397370,task2_images_v3/task2_event2853.png,domain4,domain4,domain4,domain4
26393087,task2_images_v3/task2_event2854.png,domain7,domain7,domain3,domain3
26396657,task2_images_v3/task2_event2855.png,domain2,domain2,domain2,domain2
26397688,task2_images_v3/task2_event2856.png,domain3,domain3,domain3,domain3
26396854,task2_images_v3/task2_event2857.png,domain2,domain2,domain2,domain2
26394691,task2_images_v3/task2_event2858.png,domain5,domain5,domain5,domain5
26394824,task2_images_v3/task2_event2859.png,domain7,domain7,domain4,domain4
26397312,task2_images_v3/task2_event2860.png,domain6,domain6,domain6,domain6
26395955,task2_images_v3/task2_event2861.png,domain4,domain3,domain4,domain3
26395262,task2_images_v3/task2_event2862.png,domain5,domain5,domain5,domain5
26396455,task2_images_v3/task2_event2863.png,domain3,domain7,domain4,domain4
26394234,task2_images_v3/task2_event2864.png,domain7,domain7,domain4,domain7
26392950,task2_images_v3/task2_event2865.png,domain5,domain5,domain4,domain6
26397765,task2_images_v3/task2_event2866.png,domain4,domain4,domain4,domain4
26393784,task2_images_v3/task2_event2867.png,domain2,domain2,domain3,domain5
26395801,task2_images_v3/task2_event2868.png,domain5,domain5,domain5,domain5
26394523,task2_images_v3/task2_event2869.png,domain3,domain3,domain5,domain5
26395706,task2_images_v3/task2_event2870.png,domain3,domain3,domain4,domain6
26394980,task2_images_v3/task2_event2871.png,domain3,domain3,domain3,domain6
26396344,task2_images_v3/task2_event2872.png,domain5,domain5,domain6,domain6
26396496,task2_images_v3/task2_event2873.png,domain2,domain2,domain7,domain7
26394177,task2_images_v3/task2_event2874.png,domain5,domain5,domain5,domain5
26396655,task2_images_v3/task2_event2875.png,domain5,domain5,domain5,domain6
26393584,task2_images_v3/task2_event2876.png,domain3,domain3,domain3,domain3
26394120,task2_images_v3/task2_event2877.png,domain7,domain7,domain4,domain5
26393435,task2_images_v3/task2_event2878.png,domain3,domain3,domain3,domain3
26393677,task2_images_v3/task2_event2879.png,domain6,domain6,domain6,domain6
26397756,task2_images_v3/task2_event2880.png,domain2,domain2,domain3,domain2
26397628,task2_images_v3/task2_event2881.png,domain5,domain5,domain5,domain5
26396858,task2_images_v3/task2_event2882.png,domain5,domain5,domain3,domain3
26394152,task2_images_v3/task2_event2883.png,domain5,domain5,domain5,domain5
26396959,task2_images_v3/task2_event2884.png,domain3,domain4,domain4,domain4
26394007,task2_images_v3/task2_event2885.png,domain2,domain2,domain2,domain2
26395657,task2_images_v3/task2_event2886.png,domain7,domain7,domain4,domain7
26397433,task2_images_v3/task2_event2887.png,domain5,domain5,domain4,domain6
26394482,task2_images_v3/task2_event2888.png,domain2,domain2,domain5,domain3
26397143,task2_images_v3/task2_event2889.png,domain4,domain4,domain4,domain4
26396347,task2_images_v3/task2_event2890.png,domain3,domain3,domain3,domain3
26395013,task2_images_v3/task2_event2891.png,domain2,domain2,domain4,domain2
26393459,task2_images_v3/task2_event2892.png,domain2,domain2,domain2,domain2
26397583,task2_images_v3/task2_event2893.png,domain7,domain7,domain4,domain7
26396135,task2_images_v3/task2_event2894.png,domain6,domain4,domain4,domain6
26393187,task2_images_v3/task2_event2895.png,domain6,domain6,domain4,domain6
26394362,task2_images_v3/task2_event2896.png,domain4,domain4,domain4,domain4
26395329,task2_images_v3/task2_event2897.png,domain3,domain3,domain3,domain3
26396275,task2_images_v3/task2_event2898.png,domain5,domain5,domain5,domain5
26394891,task2_images_v3/task2_event2899.png,domain5,domain5,domain5,domain5
26397078,task2_images_v3/task2_event2900.png,domain5,domain5,domain6,domain5
26394530,task2_images_v3/task2_event2901.png,domain5,domain5,domain4,domain5
26397065,task2_images_v3/task2_event2902.png,domain6,domain6,domain6,domain6
26393822,task2_images_v3/task2_event2903.png,domain4,domain4,domain4,domain4
26395474,task2_images_v3/task2_event2904.png,domain7,domain7,domain3,domain3
26396084,task2_images_v3/task2_event2905.png,domain7,domain7,domain7,domain7
26394217,task2_images_v3/task2_event2906.png,domain3,domain3,domain3,domain3
26395389,task2_images_v3/task2_event2907.png,domain5,domain5,domain5,domain5
26394978,task2_images_v3/task2_event2908.png,domain6,domain6,domain4,domain6
26397381,task2_images_v3/task2_event2909.png,domain2,domain2,domain2,domain3
26396696,task2_images_v3/task2_event2910.png,domain2,domain2,domain4,domain2
26395016,task2_images_v3/task2_event2911.png,domain3,domain3,domain3,domain4
26393207,task2_images_v3/task2_event2912.png,domain2,domain2,domain2,domain5
26393514,task2_images_v3/task2_event2913.png,domain4,domain4,domain4,domain4
26396755,task2_images_v3/task2_event2914.png,domain5,domain5,domain6,domain6
26395902,task2_images_v3/task2_event2915.png,domain7,domain3,domain3,domain3
26395964,task2_images_v3/task2_event2916.png,domain3,domain3,domain3,domain3
26394606,task2_images_v3/task2_event2917.png,domain6,domain5,domain6,domain6
26396946,task2_images_v3/task2_event2918.png,domain6,domain6,domain6,domain6
26393147,task2_images_v3/task2_event2919.png,domain6,domain6,domain6,domain6
26396956,task2_images_v3/task2_event2920.png,domain2,domain2,domain4,domain2
26397551,task2_images_v3/task2_event2921.png,domain2,domain2,domain2,domain6
26395897,task2_images_v3/task2_event2922.png,domain5,domain5,domain5,domain5
26392933,task2_images_v3/task2_event2923.png,domain6,domain5,domain6,domain6
26393778,task2_images_v3/task2_event2924.png,domain7,domain3,domain3,domain3
26393462,task2_images_v3/task2_event2925.png,domain4,domain4,domain4,domain4
26394069,task2_images_v3/task2_event2926.png,domain5,domain5,domain5,domain5
26396457,task2_images_v3/task2_event2927.png,domain2,domain3,domain3,domain3
26397621,task2_images_v3/task2_event2928.png,domain3,domain3,domain3,domain3
26393359,task2_images_v3/task2_event2929.png,domain2,domain2,domain2,domain3
26396526,task2_images_v3/task2_event2930.png,domain5,domain5,domain6,domain6
26393420,task2_images_v3/task2_event2931.png,domain6,domain6,domain6,domain6
26392896,task2_images_v3/task2_event2932.png,domain5,domain5,domain5,domain5
26397359,task2_images_v3/task2_event2933.png,domain5,domain5,domain5,domain5
26397529,task2_images_v3/task2_event2934.png,domain2,domain6,domain6,domain5
26393889,task2_images_v3/task2_event2935.png,domain6,domain5,domain5,domain5
26397579,task2_images_v3/task2_event2936.png,domain2,domain2,domain2,domain2
26393341,task2_images_v3/task2_event2937.png,domain6,domain6,domain6,domain6
26396081,task2_images_v3/task2_event2938.png,domain3,domain3,domain3,domain3
26395763,task2_images_v3/task2_event2939.png,domain6,domain6,domain6,domain6
26396924,task2_images_v3/task2_event2940.png,domain5,domain5,domain3,domain5
26397048,task2_images_v3/task2_event2941.png,domain3,domain3,domain3,domain3
26397176,task2_images_v3/task2_event2942.png,domain6,domain6,domain6,domain6
26396846,task2_images_v3/task2_event2943.png,domain7,domain7,domain7,domain7
26394309,task2_images_v3/task2_event2944.png,domain7,domain7,domain4,domain7
26397519,task2_images_v3/task2_event2945.png,domain5,domain5,domain5,domain5
26393524,task2_images_v3/task2_event2946.png,domain4,domain4,domain4,domain6
26395659,task2_images_v3/task2_event2947.png,domain3,domain3,domain3,domain3
26395161,task2_images_v3/task2_event2948.png,domain6,domain6,domain6,domain6
26394452,task2_images_v3/task2_event2949.png,domain4,domain4,domain4,domain4
26395358,task2_images_v3/task2_event2950.png,domain5,domain5,domain5,domain5
26395945,task2_images_v3/task2_event2951.png,domain4,domain4,domain4,domain4
26395575,task2_images_v3/task2_event2952.png,domain6,domain6,domain6,domain6
26393754,task2_images_v3/task2_event2953.png,domain3,domain5,domain6,domain5
26394262,task2_images_v3/task2_event2954.png,domain2,domain2,domain2,domain2
26396957,task2_images_v3/task2_event2955.png,domain2,domain4,domain4,domain4
26393025,task2_images_v3/task2_event2956.png,domain2,domain7,domain4,domain4
26394908,task2_images_v3/task2_event2957.png,domain6,domain6,domain5,domain6
26397503,task2_images_v3/task2_event2958.png,domain4,domain4,domain4,domain4
26394647,task2_images_v3/task2_event2959.png,domain2,domain2,domain2,domain2
26395516,task2_images_v3/task2_event2960.png,domain6,domain6,domain6,domain6
