extset_user_id,did_domain2-7_contest,did_domain1_contest,n_reads_domain2-7,n_reads_domain1,surveyed_domain2-7,surveyed_domain1,role,specialization,experience,derived_tier
614776,True,False,1,0,True,False,Resident,Not specialized in signal/domain1-7 detection,None,borderline
614777,False,True,0,13,False,True,Student,Not specialized in signal/domain1-7 detection,0-1 years,novice
614778,False,True,0,2,False,True,Other,Not specialized in signal/domain1-7 detection,None,novice
614797,True,False,3,0,True,False,Student,Not specialized in signal/domain1-7 detection,None,novice
614837,True,True,1,54,False,True,Student,Not specialized in signal/domain1-7 detection,None,novice
614847,False,True,0,3,False,True,Resident,Not specialized in signal/domain1-7 detection,0-1 years,borderline
614848,True,True,2,20,False,True,Other,Not specialized in signal/domain1-7 detection,None,novice
614849,True,True,7,167,True,False,Resident,Not specialized in signal/domain1-7 detection,0-1 years,borderline
614860,False,True,0,12,False,True,Other,Not specialized in signal/domain1-7 detection,None,novice
614862,False,True,0,4,False,True,Other,Not specialized in signal/domain1-7 detection,None,novice
614909,False,True,0,134,False,True,Resident,Specialized in adult signal/domain1-7 detection,0-1 years,expert
614918,True,False,3,0,True,False,Sub-student,Specialized in adult signal/domain1-7 detection,0-1 years,expert
614920,True,True,48,132,False,True,Other,Not specialized in signal/domain1-7 detection,None,novice
614929,False,True,0,3,False,True,Student,Not specialized in signal/domain1-7 detection,More than 5 years,novice
614940,False,True,0,20,False,True,Other,Not specialized in signal/domain1-7 detection,None,novice
615031,True,False,5,0,True,False,Student,Not specialized in signal/domain1-7 detection,0-1 years,novice
615035,False,True,0,70,False,True,Other,Specialized in pediatric signal/domain1-7 detection,None,expert
615037,True,False,58,0,True,False,Sub-student,Specialized in adult signal/domain1-7 detection,1-5 years,expert
615042,True,False,3,0,True,False,Other,Specialized in adult signal/domain1-7 detection,0-1 years,expert
615113,False,True,0,2,False,True,Student,Not specialized in signal/domain1-7 detection,None,novice
615121,False,True,0,82,False,True,Resident,Not specialized in signal/domain1-7 detection,None,borderline
615209,True,True,7,2,True,False,Student,Not specialized in signal/domain1-7 detection,None,novice
615212,True,True,1,98,True,False,Other,Not specialized in signal/domain1-7 detection,None,novice
615245,True,True,7,202,False,True,Other,Not specialized in signal/domain1-7 detection,None,novice
615248,True,False,16,0,True,False,Other,Not specialized in signal/domain1-7 detection,0-1 years,novice
615256,True,True,25,67,False,True,Student,Not specialized in signal/domain1-7 detection,None,novice
615284,False,False,0,0,False,True,Resident,Not specialized in signal/domain1-7 detection,None,borderline
615312,False,True,0,35,False,True,Other,Not specialized in signal/domain1-7 detection,None,novice
615313,False,True,0,3,False,True,Student,Not specialized in signal/domain1-7 detection,0-1 years,novice
615326,False,True,0,56,False,True,Student,Not specialized in signal/domain1-7 detection,1-5 years,novice
615347,True,False,7,0,True,False,Student,Specialized in pediatric signal/domain1-7 detection,1-5 years,expert
615371,True,False,8,0,True,False,Resident,Not specialized in signal/domain1-7 detection,None,borderline
615456,False,True,0,1,False,True,Other,Not specialized in signal/domain1-7 detection,None,novice
615482,False,False,0,0,False,True,Other,Not specialized in signal/domain1-7 detection,None,novice
615500,False,False,0,0,True,False,Student,Specialized in adult signal/domain1-7 detection,More than 5 years,expert
615536,True,False,10,0,True,False,Other,Not specialized in signal/domain1-7 detection,None,novice
615555,False,True,0,18,False,True,Sub-student,Not specialized in signal/domain1-7 detection,None,novice
615607,True,True,51,21,True,False,Student,Specialized in adult signal/domain1-7 detection,1-5 years,expert
615639,True,False,57,0,True,False,Other,Not specialized in signal/domain1-7 detection,None,novice
615686,False,True,0,17,False,True,Sub-student,Not specialized in signal/domain1-7 detection,None,novice
615693,False,False,0,0,False,True,Student,Not specialized in signal/domain1-7 detection,1-5 years,novice
615700,True,False,51,0,True,False,Other,Not specialized in signal/domain1-7 detection,None,novice
615707,True,False,32,0,True,False,Other,Not specialized in signal/domain1-7 detection,None,novice
615709,True,False,28,0,True,False,Sub-student,Not specialized in signal/domain1-7 detection,0-1 years,novice
615776,False,True,0,5,False,True,Student,Not specialized in signal/domain1-7 detection,0-1 years,novice
615790,True,False,26,0,True,False,Resident,Not specialized in signal/domain1-7 detection,None,borderline
615799,True,True,14,3,False,True,Student,Not specialized in signal/domain1-7 detection,None,novice
615805,True,False,42,0,True,False,Student,Not specialized in signal/domain1-7 detection,0-1 years,novice
615828,True,False,54,0,True,False,Student,Not specialized in signal/domain1-7 detection,None,novice
615834,False,True,0,1,False,True,Resident,Not specialized in signal/domain1-7 detection,None,borderline
615880,True,False,9,0,True,False,Student,Not specialized in signal/domain1-7 detection,None,novice
615976,True,True,6,15,True,False,Other,Not specialized in signal/domain1-7 detection,None,novice
615978,False,True,0,3,False,True,Resident,Not specialized in signal/domain1-7 detection,None,borderline
615997,True,False,19,0,True,False,Other,Not specialized in signal/domain1-7 detection,More than 5 years,novice
616002,True,False,73,0,True,False,Other,Not specialized in signal/domain1-7 detection,0-1 years,novice
616003,False,True,0,13,False,True,Other,Not specialized in signal/domain1-7 detection,None,novice
616007,False,True,0,11,False,True,Resident,Not specialized in signal/domain1-7 detection,None,borderline
616027,False,True,0,2,False,True,Student,Not specialized in signal/domain1-7 detection,None,novice
616051,False,True,0,5,False,True,Student,Not specialized in signal/domain1-7 detection,0-1 years,novice
616058,True,False,44,0,True,False,Student,Not specialized in signal/domain1-7 detection,0-1 years,novice
616185,False,True,0,39,False,True,Student,Specialized in adult signal/domain1-7 detection,1-5 years,expert
616200,True,True,2,15,False,True,Sub-student,Not specialized in signal/domain1-7 detection,0-1 years,novice
616236,True,False,91,0,True,False,Other,Not specialized in signal/domain1-7 detection,None,novice
616268,False,True,0,29,False,True,Sub-student,Not specialized in signal/domain1-7 detection,1-5 years,novice
616292,True,False,79,0,True,False,Other,Not specialized in signal/domain1-7 detection,0-1 years,novice
616320,True,False,3,0,True,False,Other,Not specialized in signal/domain1-7 detection,0-1 years,novice
616328,False,True,0,5,False,True,Student,Specialized in adult signal/domain1-7 detection,0-1 years,expert
616347,True,True,84,94,False,True,Other,Specialized in pediatric signal/domain1-7 detection,0-1 years,expert
616349,True,False,18,0,True,False,Student,Specialized in adult signal/domain1-7 detection,0-1 years,expert
616354,True,False,10,0,True,False,Other,Specialized in adult signal/domain1-7 detection,None,expert
616395,True,False,18,0,True,False,Other,Not specialized in signal/domain1-7 detection,None,novice
616407,False,True,0,128,False,True,Sub-student,Not specialized in signal/domain1-7 detection,None,novice
616419,True,False,4,0,True,False,Student,Not specialized in signal/domain1-7 detection,0-1 years,novice
616427,False,True,0,18,False,True,Student,Specialized in adult signal/domain1-7 detection,1-5 years,expert
616447,True,False,12,0,True,False,Other,Not specialized in signal/domain1-7 detection,None,novice
616452,False,False,0,0,True,False,Other,Not specialized in signal/domain1-7 detection,0-1 years,novice
616551,False,False,0,0,True,False,Other,Not specialized in signal/domain1-7 detection,None,novice
616609,False,True,0,4,False,True,EEG technologist,Not specialized in signal/domain1-7 detection,None,novice
616611,False,True,0,2,False,True,Other,Not specialized in signal/domain1-7 detection,None,novice
616644,True,True,9,7,True,False,Other,Not specialized in signal/domain1-7 detection,None,novice
616663,False,True,0,64,False,True,Sub-student,Specialized in pediatric signal/domain1-7 detection,1-5 years,expert
616692,False,True,0,1,False,True,Student,Not specialized in signal/domain1-7 detection,None,novice
616773,False,True,0,37,False,True,Other,Not specialized in signal/domain1-7 detection,0-1 years,novice
616775,False,True,0,11,False,True,Sub-student,Not specialized in signal/domain1-7 detection,None,novice
616776,False,True,0,20,False,True,Other,Not specialized in signal/domain1-7 detection,None,novice
616791,False,True,0,16,False,True,Other,Not specialized in signal/domain1-7 detection,0-1 years,novice
616794,True,False,11,0,True,False,Student,Specialized in pediatric signal/domain1-7 detection,None,expert
616804,False,True,0,108,False,True,Student,Specialized in adult signal/domain1-7 detection,1-5 years,expert
616822,False,True,0,44,False,True,Student,Specialized in adult signal/domain1-7 detection,0-1 years,expert
616839,True,False,4,0,True,False,Other,Not specialized in signal/domain1-7 detection,None,novice
616840,True,False,35,0,True,False,Other,Not specialized in signal/domain1-7 detection,1-5 years,novice
617499,False,False,0,0,True,False,Student,Not specialized in signal/domain1-7 detection,0-1 years,novice
617844,False,False,0,0,False,True,Resident,Not specialized in signal/domain1-7 detection,None,borderline
617859,False,False,0,0,True,False,Student,Specialized in adult signal/domain1-7 detection,1-5 years,expert
617899,False,False,0,0,False,True,Resident,Specialized in adult signal/domain1-7 detection,None,expert
617970,False,False,0,0,True,False,Other,Not specialized in signal/domain1-7 detection,None,novice
618095,False,False,0,0,False,True,Other,Not specialized in signal/domain1-7 detection,None,novice
618108,False,False,0,0,False,True,Student,Not specialized in signal/domain1-7 detection,0-1 years,novice
618141,False,False,0,0,True,False,Other,Not specialized in signal/domain1-7 detection,None,novice
618191,False,False,0,0,False,True,Student,Not specialized in signal/domain1-7 detection,0-1 years,novice
618198,False,False,0,0,True,False,Other,Specialized in adult signal/domain1-7 detection,1-5 years,expert
618266,False,False,0,0,True,False,Student,Not specialized in signal/domain1-7 detection,None,novice
618271,False,False,0,0,True,False,Student,Not specialized in signal/domain1-7 detection,None,novice
618325,False,False,0,0,False,True,Student,Specialized in adult signal/domain1-7 detection,1-5 years,expert
618326,False,False,0,0,True,False,Other,Not specialized in signal/domain1-7 detection,None,novice
618336,False,False,0,0,False,True,Student,Not specialized in signal/domain1-7 detection,None,novice
618343,False,False,0,0,True,False,Sub-student,Not specialized in signal/domain1-7 detection,None,novice
618385,False,False,0,0,False,True,Student,Not specialized in signal/domain1-7 detection,None,novice
618394,False,False,0,0,False,True,Student,Not specialized in signal/domain1-7 detection,None,novice
618413,False,False,0,0,False,True,Student,Not specialized in signal/domain1-7 detection,None,novice
618427,False,False,0,0,True,False,Resident,Specialized in adult signal/domain1-7 detection,More than 5 years,expert
618434,False,False,0,0,False,True,Other,Not specialized in signal/domain1-7 detection,None,novice
618444,False,False,0,0,True,False,Sub-student,Not specialized in signal/domain1-7 detection,0-1 years,novice
618553,False,False,0,0,True,False,Other,Not specialized in signal/domain1-7 detection,None,novice
618574,False,False,0,0,True,False,Student,Not specialized in signal/domain1-7 detection,None,novice
618609,False,False,0,0,False,True,Student,Not specialized in signal/domain1-7 detection,None,novice
618636,False,False,0,0,False,True,Student,Not specialized in signal/domain1-7 detection,None,novice
618679,False,False,0,0,False,True,Other,Not specialized in signal/domain1-7 detection,0-1 years,novice
618700,False,False,0,0,False,True,Other,Not specialized in signal/domain1-7 detection,0-1 years,novice
618757,False,False,0,0,True,False,Student,Not specialized in signal/domain1-7 detection,0-1 years,novice
618904,False,False,0,0,False,True,Resident,Not specialized in signal/domain1-7 detection,None,borderline
618911,False,False,0,0,False,True,Sub-student,Specialized in pediatric signal/domain1-7 detection,None,expert
618933,False,False,0,0,True,False,Other,Not specialized in signal/domain1-7 detection,None,novice
619081,False,False,0,0,True,False,Student,Not specialized in signal/domain1-7 detection,More than 5 years,novice
619089,False,False,0,0,False,True,Student,Not specialized in signal/domain1-7 detection,0-1 years,novice
619138,False,False,0,0,False,True,Resident,Not specialized in signal/domain1-7 detection,None,borderline
619146,False,False,0,0,True,False,Other,Specialized in adult signal/domain1-7 detection,1-5 years,expert
619147,False,False,0,0,True,False,Sub-student,Not specialized in signal/domain1-7 detection,None,novice
619196,False,False,0,0,True,False,Student,Not specialized in signal/domain1-7 detection,None,novice
619274,False,False,0,0,True,False,Other,Not specialized in signal/domain1-7 detection,None,novice
619289,False,False,0,0,False,True,Resident,Not specialized in signal/domain1-7 detection,None,borderline
619320,False,False,0,0,True,False,Student,Not specialized in signal/domain1-7 detection,None,novice
