seg_id,rater_id,label_type,value,source_dataset
90457,10381562,domain1,non-domain1,extset_2025_task1
90457,10382225,domain1,non-domain1,extset_2025_task1
90457,10393526,domain1,non-domain1,extset_2025_task1
90457,10406396,domain1,domain1,extset_2025_task1
90457,10410661,domain1,non-domain1,extset_2025_task1
90457,10427522,domain1,non-domain1,extset_2025_task1
90457,10427523,domain1,non-domain1,extset_2025_task1
90457,10437599,domain1,non-domain1,extset_2025_task1
90457,10453167,domain1,non-domain1,extset_2025_task1
90457,10479788,domain1,domain1,extset_2025_task1
90457,10489707,domain1,non-domain1,extset_2025_task1
90457,10509395,domain1,non-domain1,extset_2025_task1
90457,10565246,domain1,non-domain1,extset_2025_task1
90457,10569668,domain1,domain1,extset_2025_task1
90457,10570326,domain1,non-domain1,extset_2025_task1
90457,10572722,domain1,non-domain1,extset_2025_task1
90457,10572980,domain1,non-domain1,extset_2025_task1
90457,10578973,domain1,non-domain1,extset_2025_task1
90457,10582334,domain1,domain1,extset_2025_task1
90457,10592156,domain1,non-domain1,extset_2025_task1
90457,10601918,domain1,non-domain1,extset_2025_task1
90457,10602141,domain1,non-domain1,extset_2025_task1
90457,10602990,domain1,non-domain1,extset_2025_task1
90457,10604272,domain1,non-domain1,extset_2025_task1
90457,10607669,domain1,non-domain1,extset_2025_task1
91376,10187180,domain1,non-domain1,extset_2025_task1
91376,10292444,domain1,domain1,extset_2025_task1
91376,10339408,domain1,domain1,extset_2025_task1
91376,10357322,domain1,non-domain1,extset_2025_task1
91376,10363431,domain1,domain1,extset_2025_task1
91376,10363653,domain1,non-domain1,extset_2025_task1
91376,10382225,domain1,domain1,extset_2025_task1
91376,10385861,domain1,non-domain1,extset_2025_task1
91376,10421122,domain1,non-domain1,extset_2025_task1
91376,10427523,domain1,domain1,extset_2025_task1
91376,10437599,domain1,domain1,extset_2025_task1
91376,10467362,domain1,domain1,extset_2025_task1
91376,10488940,domain1,non-domain1,extset_2025_task1
91376,10489707,domain1,domain1,extset_2025_task1
91376,10501111,domain1,non-domain1,extset_2025_task1
91376,10518592,domain1,domain1,extset_2025_task1
91376,10565246,domain1,domain1,extset_2025_task1
91376,10572722,domain1,non-domain1,extset_2025_task1
91376,10578973,domain1,domain1,extset_2025_task1
91376,10601918,domain1,domain1,extset_2025_task1
91376,10607669,domain1,non-domain1,extset_2025_task1
91376,10608254,domain1,non-domain1,extset_2025_task1
91376,10608371,domain1,non-domain1,extset_2025_task1
90826,10123559,domain1,non-domain1,extset_2025_task1
90826,10187180,domain1,non-domain1,extset_2025_task1
90826,10235741,domain1,non-domain1,extset_2025_task1
90826,10282558,domain1,non-domain1,extset_2025_task1
90826,10357322,domain1,non-domain1,extset_2025_task1
90826,10358060,domain1,non-domain1,extset_2025_task1
90826,10363431,domain1,non-domain1,extset_2025_task1
90826,10363653,domain1,non-domain1,extset_2025_task1
90826,10389808,domain1,non-domain1,extset_2025_task1
90826,10406396,domain1,non-domain1,extset_2025_task1
90826,10421122,domain1,non-domain1,extset_2025_task1
90826,10427522,domain1,non-domain1,extset_2025_task1
90826,10427523,domain1,non-domain1,extset_2025_task1
90826,10433815,domain1,non-domain1,extset_2025_task1
90826,10437599,domain1,non-domain1,extset_2025_task1
90826,10457754,domain1,domain1,extset_2025_task1
90826,10467362,domain1,non-domain1,extset_2025_task1
90826,10488940,domain1,non-domain1,extset_2025_task1
90826,10489707,domain1,non-domain1,extset_2025_task1
90826,10508965,domain1,non-domain1,extset_2025_task1
90826,10509395,domain1,non-domain1,extset_2025_task1
90826,10518592,domain1,non-domain1,extset_2025_task1
90826,10554066,domain1,non-domain1,extset_2025_task1
90826,10565246,domain1,non-domain1,extset_2025_task1
90826,10565263,domain1,non-domain1,extset_2025_task1
90826,10572980,domain1,non-domain1,extset_2025_task1
90826,10578973,domain1,non-domain1,extset_2025_task1
90826,10582334,domain1,non-domain1,extset_2025_task1
90826,10592156,domain1,non-domain1,extset_2025_task1
90826,10601918,domain1,non-domain1,extset_2025_task1
90826,10602990,domain1,non-domain1,extset_2025_task1
90826,10603919,domain1,non-domain1,extset_2025_task1
90826,10604555,domain1,non-domain1,extset_2025_task1
90826,10605875,domain1,non-domain1,extset_2025_task1
90826,10607669,domain1,non-domain1,extset_2025_task1
90826,10607707,domain1,non-domain1,extset_2025_task1
90826,10608126,domain1,non-domain1,extset_2025_task1
90826,10610207,domain1,non-domain1,extset_2025_task1
93027,10075969,domain1,non-domain1,extset_2025_task1
93027,10187180,domain1,non-domain1,extset_2025_task1
93027,10363431,domain1,non-domain1,extset_2025_task1
93027,10363653,domain1,non-domain1,extset_2025_task1
93027,10427522,domain1,non-domain1,extset_2025_task1
93027,10427523,domain1,non-domain1,extset_2025_task1
93027,10437599,domain1,non-domain1,extset_2025_task1
93027,10488940,domain1,non-domain1,extset_2025_task1
93027,10489707,domain1,non-domain1,extset_2025_task1
93027,10492451,domain1,non-domain1,extset_2025_task1
93027,10521719,domain1,non-domain1,extset_2025_task1
93027,10544224,domain1,non-domain1,extset_2025_task1
93027,10565246,domain1,non-domain1,extset_2025_task1
93027,10566370,domain1,non-domain1,extset_2025_task1
93027,10569668,domain1,non-domain1,extset_2025_task1
93027,10572980,domain1,non-domain1,extset_2025_task1
93027,10578973,domain1,non-domain1,extset_2025_task1
93027,10582334,domain1,non-domain1,extset_2025_task1
93027,10592156,domain1,non-domain1,extset_2025_task1
93027,10596802,domain1,non-domain1,extset_2025_task1
93027,10601918,domain1,non-domain1,extset_2025_task1
93027,10602990,domain1,non-domain1,extset_2025_task1
93027,10603919,domain1,non-domain1,extset_2025_task1
93027,10604555,domain1,non-domain1,extset_2025_task1
93027,10605360,domain1,non-domain1,extset_2025_task1
93027,10605875,domain1,non-domain1,extset_2025_task1
93027,10607669,domain1,non-domain1,extset_2025_task1
93027,10607707,domain1,non-domain1,extset_2025_task1
93027,10610308,domain1,non-domain1,extset_2025_task1
92273,10123559,domain1,non-domain1,extset_2025_task1
92273,10187180,domain1,non-domain1,extset_2025_task1
92273,10235741,domain1,non-domain1,extset_2025_task1
92273,10282558,domain1,non-domain1,extset_2025_task1
92273,10401878,domain1,non-domain1,extset_2025_task1
92273,10406396,domain1,non-domain1,extset_2025_task1
92273,10427522,domain1,non-domain1,extset_2025_task1
92273,10427523,domain1,non-domain1,extset_2025_task1
92273,10437599,domain1,non-domain1,extset_2025_task1
92273,10453167,domain1,non-domain1,extset_2025_task1
92273,10479788,domain1,non-domain1,extset_2025_task1
92273,10489707,domain1,non-domain1,extset_2025_task1
92273,10492451,domain1,non-domain1,extset_2025_task1
92273,10501111,domain1,non-domain1,extset_2025_task1
92273,10508965,domain1,non-domain1,extset_2025_task1
92273,10509395,domain1,non-domain1,extset_2025_task1
92273,10554066,domain1,non-domain1,extset_2025_task1
92273,10565246,domain1,non-domain1,extset_2025_task1
92273,10578973,domain1,non-domain1,extset_2025_task1
92273,10582334,domain1,non-domain1,extset_2025_task1
92273,10592156,domain1,non-domain1,extset_2025_task1
92273,10601918,domain1,non-domain1,extset_2025_task1
92273,10603472,domain1,non-domain1,extset_2025_task1
92273,10603919,domain1,non-domain1,extset_2025_task1
92273,10606228,domain1,non-domain1,extset_2025_task1
92273,10610458,domain1,non-domain1,extset_2025_task1
91900,10123559,domain1,domain1,extset_2025_task1
91900,10187180,domain1,non-domain1,extset_2025_task1
91900,10282558,domain1,domain1,extset_2025_task1
91900,10296241,domain1,domain1,extset_2025_task1
91900,10363431,domain1,domain1,extset_2025_task1
91900,10364505,domain1,non-domain1,extset_2025_task1
91900,10376803,domain1,domain1,extset_2025_task1
91900,10401878,domain1,domain1,extset_2025_task1
91900,10427522,domain1,domain1,extset_2025_task1
91900,10427523,domain1,non-domain1,extset_2025_task1
91900,10437599,domain1,domain1,extset_2025_task1
91900,10489707,domain1,domain1,extset_2025_task1
91900,10518592,domain1,non-domain1,extset_2025_task1
91900,10554066,domain1,non-domain1,extset_2025_task1
91900,10565246,domain1,domain1,extset_2025_task1
91900,10568295,domain1,non-domain1,extset_2025_task1
91900,10578973,domain1,domain1,extset_2025_task1
91900,10592156,domain1,domain1,extset_2025_task1
91900,10601918,domain1,domain1,extset_2025_task1
91900,10602929,domain1,domain1,extset_2025_task1
91900,10602990,domain1,domain1,extset_2025_task1
91900,10609947,domain1,domain1,extset_2025_task1
91900,10610357,domain1,domain1,extset_2025_task1
90765,10123559,domain1,non-domain1,extset_2025_task1
90765,10187180,domain1,non-domain1,extset_2025_task1
90765,10282558,domain1,non-domain1,extset_2025_task1
90765,10327093,domain1,non-domain1,extset_2025_task1
90765,10340866,domain1,non-domain1,extset_2025_task1
90765,10363431,domain1,non-domain1,extset_2025_task1
90765,10382225,domain1,non-domain1,extset_2025_task1
90765,10406396,domain1,non-domain1,extset_2025_task1
90765,10421122,domain1,non-domain1,extset_2025_task1
90765,10427523,domain1,non-domain1,extset_2025_task1
90765,10437599,domain1,non-domain1,extset_2025_task1
90765,10467362,domain1,non-domain1,extset_2025_task1
90765,10489707,domain1,non-domain1,extset_2025_task1
90765,10501111,domain1,non-domain1,extset_2025_task1
90765,10508965,domain1,non-domain1,extset_2025_task1
90765,10509395,domain1,non-domain1,extset_2025_task1
90765,10554066,domain1,non-domain1,extset_2025_task1
90765,10565246,domain1,non-domain1,extset_2025_task1
90765,10569668,domain1,non-domain1,extset_2025_task1
90765,10578973,domain1,non-domain1,extset_2025_task1
90765,10582334,domain1,non-domain1,extset_2025_task1
90765,10601918,domain1,non-domain1,extset_2025_task1
90765,10602990,domain1,non-domain1,extset_2025_task1
90765,10603919,domain1,non-domain1,extset_2025_task1
90765,10604031,domain1,domain1,extset_2025_task1
90765,10605875,domain1,non-domain1,extset_2025_task1
90765,10606748,domain1,non-domain1,extset_2025_task1
90765,10608272,domain1,non-domain1,extset_2025_task1
90765,10609947,domain1,non-domain1,extset_2025_task1
90765,10610786,domain1,non-domain1,extset_2025_task1
90765,10611344,domain1,non-domain1,extset_2025_task1
89881,10123559,domain1,non-domain1,extset_2025_task1
89881,10187180,domain1,non-domain1,extset_2025_task1
89881,10268686,domain1,non-domain1,extset_2025_task1
89881,10282558,domain1,non-domain1,extset_2025_task1
89881,10357322,domain1,non-domain1,extset_2025_task1
89881,10363431,domain1,non-domain1,extset_2025_task1
89881,10376803,domain1,non-domain1,extset_2025_task1
89881,10393526,domain1,non-domain1,extset_2025_task1
89881,10401878,domain1,non-domain1,extset_2025_task1
89881,10421122,domain1,non-domain1,extset_2025_task1
89881,10427523,domain1,non-domain1,extset_2025_task1
89881,10437599,domain1,non-domain1,extset_2025_task1
89881,10453167,domain1,non-domain1,extset_2025_task1
89881,10457754,domain1,non-domain1,extset_2025_task1
89881,10467362,domain1,non-domain1,extset_2025_task1
89881,10489707,domain1,non-domain1,extset_2025_task1
89881,10508965,domain1,non-domain1,extset_2025_task1
89881,10509395,domain1,non-domain1,extset_2025_task1
89881,10518592,domain1,non-domain1,extset_2025_task1
89881,10554066,domain1,non-domain1,extset_2025_task1
89881,10557450,domain1,non-domain1,extset_2025_task1
89881,10565246,domain1,non-domain1,extset_2025_task1
89881,10569668,domain1,non-domain1,extset_2025_task1
89881,10570326,domain1,non-domain1,extset_2025_task1
89881,10572980,domain1,non-domain1,extset_2025_task1
89881,10578973,domain1,non-domain1,extset_2025_task1
89881,10582334,domain1,non-domain1,extset_2025_task1
89881,10592156,domain1,non-domain1,extset_2025_task1
89881,10596802,domain1,non-domain1,extset_2025_task1
89881,10601918,domain1,non-domain1,extset_2025_task1
89881,10602929,domain1,non-domain1,extset_2025_task1
89881,10602990,domain1,non-domain1,extset_2025_task1
89881,10603919,domain1,non-domain1,extset_2025_task1
89881,10604272,domain1,non-domain1,extset_2025_task1
89881,10605833,domain1,non-domain1,extset_2025_task1
89881,10607212,domain1,non-domain1,extset_2025_task1
89881,10607926,domain1,domain1,extset_2025_task1
89881,10608018,domain1,domain1,extset_2025_task1
89881,10608438,domain1,non-domain1,extset_2025_task1
89881,10610458,domain1,non-domain1,extset_2025_task1
89881,10612245,domain1,non-domain1,extset_2025_task1
89881,10614439,domain1,domain1,extset_2025_task1
91221,10123559,domain1,domain1,extset_2025_task1
91221,10187180,domain1,domain1,extset_2025_task1
91221,10282558,domain1,domain1,extset_2025_task1
91221,10363431,domain1,domain1,extset_2025_task1
91221,10364505,domain1,non-domain1,extset_2025_task1
91221,10376803,domain1,domain1,extset_2025_task1
91221,10382225,domain1,domain1,extset_2025_task1
91221,10406396,domain1,domain1,extset_2025_task1
91221,10421122,domain1,domain1,extset_2025_task1
91221,10427523,domain1,domain1,extset_2025_task1
91221,10437599,domain1,domain1,extset_2025_task1
91221,10467362,domain1,domain1,extset_2025_task1
91221,10489707,domain1,domain1,extset_2025_task1
91221,10518592,domain1,domain1,extset_2025_task1
91221,10554066,domain1,domain1,extset_2025_task1
91221,10565246,domain1,domain1,extset_2025_task1
91221,10569668,domain1,domain1,extset_2025_task1
91221,10572980,domain1,domain1,extset_2025_task1
91221,10578973,domain1,domain1,extset_2025_task1
91221,10582334,domain1,domain1,extset_2025_task1
91221,10592156,domain1,domain1,extset_2025_task1
91221,10601918,domain1,domain1,extset_2025_task1
91221,10603919,domain1,domain1,extset_2025_task1
91221,10607266,domain1,domain1,extset_2025_task1
91221,10608014,domain1,domain1,extset_2025_task1
91221,10610384,domain1,non-domain1,extset_2025_task1
94130,10123559,domain1,non-domain1,extset_2025_task1
94130,10187180,domain1,non-domain1,extset_2025_task1
94130,10282558,domain1,non-domain1,extset_2025_task1
94130,10363653,domain1,non-domain1,extset_2025_task1
94130,10376803,domain1,non-domain1,extset_2025_task1
94130,10382225,domain1,non-domain1,extset_2025_task1
94130,10406396,domain1,non-domain1,extset_2025_task1
94130,10421122,domain1,non-domain1,extset_2025_task1
94130,10427522,domain1,non-domain1,extset_2025_task1
94130,10427523,domain1,non-domain1,extset_2025_task1
94130,10437599,domain1,non-domain1,extset_2025_task1
94130,10479788,domain1,non-domain1,extset_2025_task1
94130,10489707,domain1,non-domain1,extset_2025_task1
94130,10565246,domain1,non-domain1,extset_2025_task1
94130,10578973,domain1,non-domain1,extset_2025_task1
94130,10582334,domain1,non-domain1,extset_2025_task1
94130,10596802,domain1,non-domain1,extset_2025_task1
94130,10601918,domain1,non-domain1,extset_2025_task1
94130,10602990,domain1,non-domain1,extset_2025_task1
94130,10603919,domain1,non-domain1,extset_2025_task1
94130,10604555,domain1,non-domain1,extset_2025_task1
94130,10605631,domain1,non-domain1,extset_2025_task1
94130,10605833,domain1,non-domain1,extset_2025_task1
94130,10606748,domain1,non-domain1,extset_2025_task1
94130,10609947,domain1,non-domain1,extset_2025_task1
94130,10615212,domain1,domain1,extset_2025_task1
93901,10123180,domain1,non-domain1,extset_2025_task1
93901,10123559,domain1,non-domain1,extset_2025_task1
93901,10131059,domain1,domain1,extset_2025_task1
93901,10187180,domain1,non-domain1,extset_2025_task1
93901,10235741,domain1,non-domain1,extset_2025_task1
93901,10282558,domain1,non-domain1,extset_2025_task1
93901,10363431,domain1,non-domain1,extset_2025_task1
93901,10363653,domain1,non-domain1,extset_2025_task1
93901,10382225,domain1,non-domain1,extset_2025_task1
93901,10421122,domain1,non-domain1,extset_2025_task1
93901,10427026,domain1,domain1,extset_2025_task1
93901,10427522,domain1,non-domain1,extset_2025_task1
93901,10427523,domain1,non-domain1,extset_2025_task1
93901,10437599,domain1,non-domain1,extset_2025_task1
93901,10467362,domain1,non-domain1,extset_2025_task1
93901,10489707,domain1,non-domain1,extset_2025_task1
93901,10492981,domain1,non-domain1,extset_2025_task1
93901,10554066,domain1,non-domain1,extset_2025_task1
93901,10565246,domain1,non-domain1,extset_2025_task1
93901,10565263,domain1,non-domain1,extset_2025_task1
93901,10569668,domain1,domain1,extset_2025_task1
93901,10578973,domain1,non-domain1,extset_2025_task1
93901,10579427,domain1,non-domain1,extset_2025_task1
93901,10582334,domain1,non-domain1,extset_2025_task1
93901,10592156,domain1,non-domain1,extset_2025_task1
93901,10600349,domain1,non-domain1,extset_2025_task1
93901,10601918,domain1,non-domain1,extset_2025_task1
93901,10602141,domain1,domain1,extset_2025_task1
93901,10602990,domain1,non-domain1,extset_2025_task1
93901,10603919,domain1,non-domain1,extset_2025_task1
93901,10604555,domain1,domain1,extset_2025_task1
93901,10605360,domain1,non-domain1,extset_2025_task1
93901,10607157,domain1,non-domain1,extset_2025_task1
93901,10607934,domain1,non-domain1,extset_2025_task1
93901,10609947,domain1,non-domain1,extset_2025_task1
93901,10610469,domain1,non-domain1,extset_2025_task1
93901,10614920,domain1,non-domain1,extset_2025_task1
93793,10075969,domain1,non-domain1,extset_2025_task1
93793,10123180,domain1,non-domain1,extset_2025_task1
93793,10123559,domain1,non-domain1,extset_2025_task1
93793,10187180,domain1,non-domain1,extset_2025_task1
93793,10191971,domain1,non-domain1,extset_2025_task1
93793,10282558,domain1,non-domain1,extset_2025_task1
93793,10295478,domain1,non-domain1,extset_2025_task1
93793,10296241,domain1,non-domain1,extset_2025_task1
93793,10299374,domain1,non-domain1,extset_2025_task1
93793,10340866,domain1,non-domain1,extset_2025_task1
93793,10343797,domain1,non-domain1,extset_2025_task1
93793,10363431,domain1,non-domain1,extset_2025_task1
93793,10363653,domain1,non-domain1,extset_2025_task1
93793,10376803,domain1,non-domain1,extset_2025_task1
93793,10381562,domain1,non-domain1,extset_2025_task1
93793,10382225,domain1,non-domain1,extset_2025_task1
93793,10385861,domain1,non-domain1,extset_2025_task1
93793,10393526,domain1,non-domain1,extset_2025_task1
93793,10406396,domain1,non-domain1,extset_2025_task1
93793,10421122,domain1,non-domain1,extset_2025_task1
93793,10427272,domain1,non-domain1,extset_2025_task1
93793,10427522,domain1,non-domain1,extset_2025_task1
93793,10427523,domain1,non-domain1,extset_2025_task1
93793,10437599,domain1,non-domain1,extset_2025_task1
93793,10445892,domain1,non-domain1,extset_2025_task1
93793,10453167,domain1,non-domain1,extset_2025_task1
93793,10467362,domain1,non-domain1,extset_2025_task1
93793,10479788,domain1,non-domain1,extset_2025_task1
93793,10488940,domain1,non-domain1,extset_2025_task1
93793,10489707,domain1,non-domain1,extset_2025_task1
93793,10492981,domain1,non-domain1,extset_2025_task1
93793,10501111,domain1,non-domain1,extset_2025_task1
93793,10508965,domain1,non-domain1,extset_2025_task1
93793,10509395,domain1,non-domain1,extset_2025_task1
93793,10518592,domain1,non-domain1,extset_2025_task1
93793,10544224,domain1,non-domain1,extset_2025_task1
93793,10554066,domain1,non-domain1,extset_2025_task1
93793,10565246,domain1,non-domain1,extset_2025_task1
93793,10568295,domain1,non-domain1,extset_2025_task1
93793,10569668,domain1,non-domain1,extset_2025_task1
93793,10570326,domain1,non-domain1,extset_2025_task1
93793,10572722,domain1,non-domain1,extset_2025_task1
93793,10572980,domain1,non-domain1,extset_2025_task1
93793,10578973,domain1,non-domain1,extset_2025_task1
93793,10580746,domain1,non-domain1,extset_2025_task1
93793,10582334,domain1,non-domain1,extset_2025_task1
93793,10592156,domain1,non-domain1,extset_2025_task1
93793,10594391,domain1,non-domain1,extset_2025_task1
93793,10596802,domain1,non-domain1,extset_2025_task1
93793,10600349,domain1,non-domain1,extset_2025_task1
93793,10601918,domain1,non-domain1,extset_2025_task1
93793,10602929,domain1,non-domain1,extset_2025_task1
93793,10602990,domain1,non-domain1,extset_2025_task1
93793,10603919,domain1,non-domain1,extset_2025_task1
93793,10604272,domain1,non-domain1,extset_2025_task1
93793,10604555,domain1,non-domain1,extset_2025_task1
93793,10605631,domain1,non-domain1,extset_2025_task1
93793,10605833,domain1,non-domain1,extset_2025_task1
93793,10605875,domain1,non-domain1,extset_2025_task1
93793,10607266,domain1,non-domain1,extset_2025_task1
93793,10607669,domain1,non-domain1,extset_2025_task1
93793,10608033,domain1,non-domain1,extset_2025_task1
93793,10608254,domain1,non-domain1,extset_2025_task1
93793,10608365,domain1,non-domain1,extset_2025_task1
93793,10609709,domain1,non-domain1,extset_2025_task1
93793,10609784,domain1,non-domain1,extset_2025_task1
93793,10609837,domain1,non-domain1,extset_2025_task1
93793,10609947,domain1,non-domain1,extset_2025_task1
93793,10610005,domain1,non-domain1,extset_2025_task1
93793,10610357,domain1,non-domain1,extset_2025_task1
93793,10610458,domain1,non-domain1,extset_2025_task1
93793,10612031,domain1,non-domain1,extset_2025_task1
93793,10612296,domain1,non-domain1,extset_2025_task1
93793,10614837,domain1,non-domain1,extset_2025_task1
93793,10614920,domain1,non-domain1,extset_2025_task1
93793,10618141,domain1,non-domain1,extset_2025_task1
93461,10123559,domain1,non-domain1,extset_2025_task1
93461,10187180,domain1,non-domain1,extset_2025_task1
93461,10282558,domain1,non-domain1,extset_2025_task1
93461,10299374,domain1,non-domain1,extset_2025_task1
93461,10363431,domain1,non-domain1,extset_2025_task1
93461,10393526,domain1,non-domain1,extset_2025_task1
93461,10406396,domain1,non-domain1,extset_2025_task1
93461,10421122,domain1,non-domain1,extset_2025_task1
93461,10427522,domain1,non-domain1,extset_2025_task1
93461,10427523,domain1,non-domain1,extset_2025_task1
93461,10437599,domain1,non-domain1,extset_2025_task1
93461,10453167,domain1,non-domain1,extset_2025_task1
93461,10467362,domain1,non-domain1,extset_2025_task1
93461,10489707,domain1,non-domain1,extset_2025_task1
93461,10508965,domain1,non-domain1,extset_2025_task1
93461,10509395,domain1,non-domain1,extset_2025_task1
93461,10518592,domain1,non-domain1,extset_2025_task1
93461,10554066,domain1,non-domain1,extset_2025_task1
93461,10565246,domain1,non-domain1,extset_2025_task1
93461,10572722,domain1,non-domain1,extset_2025_task1
93461,10572980,domain1,non-domain1,extset_2025_task1
93461,10578973,domain1,non-domain1,extset_2025_task1
93461,10592156,domain1,non-domain1,extset_2025_task1
93461,10601918,domain1,non-domain1,extset_2025_task1
93461,10602929,domain1,non-domain1,extset_2025_task1
93461,10602990,domain1,non-domain1,extset_2025_task1
93461,10603919,domain1,non-domain1,extset_2025_task1
93461,10605875,domain1,non-domain1,extset_2025_task1
93461,10606748,domain1,non-domain1,extset_2025_task1
93461,10607580,domain1,non-domain1,extset_2025_task1
93461,10608014,domain1,non-domain1,extset_2025_task1
93461,10609837,domain1,non-domain1,extset_2025_task1
93461,10609947,domain1,non-domain1,extset_2025_task1
93461,10610308,domain1,non-domain1,extset_2025_task1
89356,10123559,domain1,domain1,extset_2025_task1
89356,10187180,domain1,non-domain1,extset_2025_task1
89356,10268689,domain1,non-domain1,extset_2025_task1
89356,10282558,domain1,domain1,extset_2025_task1
89356,10299374,domain1,domain1,extset_2025_task1
89356,10363431,domain1,domain1,extset_2025_task1
89356,10382225,domain1,domain1,extset_2025_task1
89356,10393526,domain1,domain1,extset_2025_task1
89356,10401878,domain1,domain1,extset_2025_task1
89356,10427522,domain1,domain1,extset_2025_task1
89356,10427523,domain1,domain1,extset_2025_task1
89356,10437599,domain1,domain1,extset_2025_task1
89356,10489707,domain1,domain1,extset_2025_task1
89356,10508965,domain1,domain1,extset_2025_task1
89356,10518592,domain1,non-domain1,extset_2025_task1
89356,10565246,domain1,domain1,extset_2025_task1
89356,10569668,domain1,domain1,extset_2025_task1
89356,10570326,domain1,non-domain1,extset_2025_task1
89356,10572980,domain1,domain1,extset_2025_task1
89356,10578973,domain1,domain1,extset_2025_task1
89356,10582334,domain1,non-domain1,extset_2025_task1
89356,10601918,domain1,domain1,extset_2025_task1
89356,10603919,domain1,domain1,extset_2025_task1
89356,10605875,domain1,domain1,extset_2025_task1
89356,10609837,domain1,domain1,extset_2025_task1
89356,10609947,domain1,domain1,extset_2025_task1
89356,10610357,domain1,domain1,extset_2025_task1
93241,10123559,domain1,non-domain1,extset_2025_task1
93241,10187180,domain1,non-domain1,extset_2025_task1
93241,10282558,domain1,non-domain1,extset_2025_task1
93241,10363431,domain1,non-domain1,extset_2025_task1
93241,10364505,domain1,domain1,extset_2025_task1
93241,10376803,domain1,non-domain1,extset_2025_task1
93241,10381562,domain1,non-domain1,extset_2025_task1
93241,10382225,domain1,non-domain1,extset_2025_task1
93241,10385861,domain1,domain1,extset_2025_task1
93241,10393526,domain1,non-domain1,extset_2025_task1
93241,10406396,domain1,non-domain1,extset_2025_task1
93241,10421122,domain1,non-domain1,extset_2025_task1
93241,10427523,domain1,non-domain1,extset_2025_task1
93241,10437599,domain1,non-domain1,extset_2025_task1
93241,10479788,domain1,domain1,extset_2025_task1
93241,10489707,domain1,non-domain1,extset_2025_task1
93241,10509395,domain1,non-domain1,extset_2025_task1
93241,10518592,domain1,non-domain1,extset_2025_task1
93241,10565246,domain1,non-domain1,extset_2025_task1
93241,10569668,domain1,non-domain1,extset_2025_task1
93241,10572980,domain1,non-domain1,extset_2025_task1
93241,10578973,domain1,non-domain1,extset_2025_task1
93241,10582334,domain1,non-domain1,extset_2025_task1
93241,10592156,domain1,non-domain1,extset_2025_task1
93241,10596802,domain1,non-domain1,extset_2025_task1
93241,10601918,domain1,non-domain1,extset_2025_task1
93241,10602990,domain1,domain1,extset_2025_task1
93241,10603919,domain1,non-domain1,extset_2025_task1
93241,10604272,domain1,domain1,extset_2025_task1
93241,10605833,domain1,domain1,extset_2025_task1
93241,10606309,domain1,domain1,extset_2025_task1
93241,10609947,domain1,non-domain1,extset_2025_task1
93241,10611066,domain1,domain1,extset_2025_task1
93241,10614569,domain1,non-domain1,extset_2025_task1
93241,10614920,domain1,non-domain1,extset_2025_task1
92197,10131059,domain1,domain1,extset_2025_task1
92197,10187180,domain1,domain1,extset_2025_task1
92197,10282558,domain1,non-domain1,extset_2025_task1
92197,10299374,domain1,domain1,extset_2025_task1
92197,10363431,domain1,domain1,extset_2025_task1
92197,10382225,domain1,domain1,extset_2025_task1
92197,10406396,domain1,domain1,extset_2025_task1
92197,10421122,domain1,non-domain1,extset_2025_task1
92197,10427522,domain1,domain1,extset_2025_task1
92197,10427523,domain1,domain1,extset_2025_task1
92197,10437599,domain1,domain1,extset_2025_task1
92197,10479788,domain1,domain1,extset_2025_task1
92197,10489707,domain1,domain1,extset_2025_task1
92197,10509395,domain1,domain1,extset_2025_task1
92197,10518592,domain1,domain1,extset_2025_task1
92197,10565246,domain1,domain1,extset_2025_task1
92197,10578973,domain1,domain1,extset_2025_task1
92197,10592156,domain1,non-domain1,extset_2025_task1
92197,10601918,domain1,domain1,extset_2025_task1
92197,10602990,domain1,domain1,extset_2025_task1
92197,10603919,domain1,domain1,extset_2025_task1
92197,10605875,domain1,domain1,extset_2025_task1
92197,10607157,domain1,non-domain1,extset_2025_task1
92197,10608519,domain1,non-domain1,extset_2025_task1
92197,10609837,domain1,domain1,extset_2025_task1
92197,10614287,domain1,non-domain1,extset_2025_task1
90178,10123559,domain1,domain1,extset_2025_task1
90178,10187180,domain1,domain1,extset_2025_task1
90178,10191971,domain1,non-domain1,extset_2025_task1
90178,10282558,domain1,domain1,extset_2025_task1
90178,10363431,domain1,domain1,extset_2025_task1
90178,10363653,domain1,domain1,extset_2025_task1
90178,10376803,domain1,domain1,extset_2025_task1
90178,10382225,domain1,non-domain1,extset_2025_task1
90178,10393526,domain1,domain1,extset_2025_task1
90178,10410229,domain1,non-domain1,extset_2025_task1
90178,10411261,domain1,non-domain1,extset_2025_task1
90178,10427026,domain1,domain1,extset_2025_task1
90178,10427522,domain1,domain1,extset_2025_task1
90178,10427523,domain1,domain1,extset_2025_task1
90178,10437599,domain1,non-domain1,extset_2025_task1
90178,10453167,domain1,non-domain1,extset_2025_task1
90178,10489707,domain1,domain1,extset_2025_task1
90178,10518592,domain1,domain1,extset_2025_task1
90178,10565246,domain1,domain1,extset_2025_task1
90178,10569668,domain1,domain1,extset_2025_task1
90178,10578973,domain1,domain1,extset_2025_task1
90178,10601918,domain1,domain1,extset_2025_task1
90178,10604555,domain1,domain1,extset_2025_task1
90178,10609947,domain1,non-domain1,extset_2025_task1
