mode,tier,candidate,task_idx,delta,questions
hierarchical,expert,5,5,0.1,67
hierarchical,expert,5,5,0.12,49
hierarchical,expert,5,5,0.15,46
hierarchical,expert,6,0,0.1,72
hierarchical,expert,6,0,0.12,45
hierarchical,expert,6,0,0.15,25
hierarchical,expert,6,1,0.1,73
hierarchical,expert,6,1,0.12,51
hierarchical,expert,6,1,0.15,28
hierarchical,expert,6,2,0.1,136
hierarchical,expert,6,2,0.12,68
hierarchical,expert,6,2,0.15,35
hierarchical,expert,6,3,0.1,54
hierarchical,expert,6,3,0.12,40
hierarchical,expert,6,3,0.15,30
hierarchical,expert,6,4,0.1,85
hierarchical,expert,6,4,0.12,56
hierarchical,expert,6,4,0.15,19
hierarchical,expert,6,5,0.1,-1
hierarchical,expert,6,5,0.12,49
hierarchical,expert,6,5,0.15,23
hierarchical,expert,7,0,0.1,61
hierarchical,expert,7,0,0.12,38
hierarchical,expert,7,0,0.15,31
hierarchical,expert,7,1,0.1,59
hierarchical,expert,7,1,0.12,34
hierarchical,expert,7,1,0.15,29
hierarchical,expert,7,2,0.1,76
hierarchical,expert,7,2,0.12,57
hierarchical,expert,7,2,0.15,22
hierarchical,expert,7,3,0.1,68
hierarchical,expert,7,3,0.12,50
hierarchical,expert,7,3,0.15,23
hierarchical,expert,7,4,0.1,72
hierarchical,expert,7,4,0.12,39
hierarchical,expert,7,4,0.15,26
hierarchical,expert,7,5,0.1,88
hierarchical,expert,7,5,0.12,56
hierarchical,expert,7,5,0.15,36
hierarchical,expert,8,0,0.1,53
hierarchical,expert,8,0,0.12,34
hierarchical,expert,8,0,0.15,28
hierarchical,expert,8,1,0.1,72
hierarchical,expert,8,1,0.12,50
hierarchical,expert,8,1,0.15,25
hierarchical,expert,8,2,0.1,66
hierarchical,expert,8,2,0.12,47
hierarchical,expert,8,2,0.15,24
hierarchical,expert,8,3,0.1,61
hierarchical,expert,8,3,0.12,44
hierarchical,expert,8,3,0.15,29
hierarchical,expert,8,4,0.1,99
hierarchical,expert,8,4,0.12,52
hierarchical,expert,8,4,0.15,27
hierarchical,expert,8,5,0.1,84
hierarchical,expert,8,5,0.12,69
hierarchical,expert,8,5,0.15,26
hierarchical,expert,9,0,0.1,48
hierarchical,expert,9,0,0.12,40
hierarchical,expert,9,0,0.15,29
hierarchical,expert,9,1,0.1,71
hierarchical,expert,9,1,0.12,56
hierarchical,expert,9,1,0.15,29
hierarchical,expert,9,2,0.1,89
hierarchical,expert,9,2,0.12,49
hierarchical,expert,9,2,0.15,34
hierarchical,expert,9,3,0.1,60
hierarchical,expert,9,3,0.12,43
hierarchical,expert,9,3,0.15,28
hierarchical,expert,9,4,0.1,94
hierarchical,expert,9,4,0.12,47
hierarchical,expert,9,4,0.15,21
hierarchical,expert,9,5,0.1,59
hierarchical,expert,9,5,0.12,53
hierarchical,expert,9,5,0.15,32
hierarchical,expert,10,0,0.1,91
hierarchical,expert,10,0,0.12,34
hierarchical,expert,10,0,0.15,21
hierarchical,expert,10,1,0.1,48
hierarchical,expert,10,1,0.12,38
hierarchical,expert,10,1,0.15,30
hierarchical,expert,10,2,0.1,60
hierarchical,expert,10,2,0.12,52
hierarchical,expert,10,2,0.15,26
hierarchical,expert,10,3,0.1,72
hierarchical,expert,10,3,0.12,46
hierarchical,expert,10,3,0.15,40
hierarchical,expert,10,4,0.1,138
hierarchical,expert,10,4,0.12,35
hierarchical,expert,10,4,0.15,25
hierarchical,expert,10,5,0.1,75
hierarchical,expert,10,5,0.12,54
hierarchical,expert,10,5,0.15,33
hierarchical,expert,11,0,0.1,61
hierarchical,expert,11,0,0.12,48
hierarchical,expert,11,0,0.15,27
hierarchical,expert,11,1,0.1,51
hierarchical,expert,11,1,0.12,38
hierarchical,expert,11,1,0.15,26
hierarchical,expert,11,2,0.1,69
hierarchical,expert,11,2,0.12,41
hierarchical,expert,11,2,0.15,30
hierarchical,expert,11,3,0.1,106
hierarchical,expert,11,3,0.12,56
hierarchical,expert,11,3,0.15,33
hierarchical,expert,11,4,0.1,121
hierarchical,expert,11,4,0.12,83
hierarchical,expert,11,4,0.15,21
hierarchical,expert,11,5,0.1,65
hierarchical,expert,11,5,0.12,49
hierarchical,expert,11,5,0.15,29
hierarchical,expert,12,0,0.1,41
hierarchical,expert,12,0,0.12,34
hierarchical,expert,12,0,0.15,26
hierarchical,expert,12,1,0.1,77
hierarchical,expert,12,1,0.12,63
hierarchical,expert,12,1,0.15,60
hierarchical,expert,12,2,0.1,73
hierarchical,expert,12,2,0.12,53
hierarchical,expert,12,2,0.15,20
hierarchical,expert,12,3,0.1,47
hierarchical,expert,12,3,0.12,36
hierarchical,expert,12,3,0.15,21
hierarchical,expert,12,4,0.1,105
hierarchical,expert,12,4,0.12,42
hierarchical,expert,12,4,0.15,27
hierarchical,expert,12,5,0.1,58
hierarchical,expert,12,5,0.12,43
hierarchical,expert,12,5,0.15,19
hierarchical,expert,13,0,0.1,55
hierarchical,expert,13,0,0.12,51
hierarchical,expert,13,0,0.15,36
hierarchical,expert,13,1,0.1,63
hierarchical,expert,13,1,0.12,42
hierarchical,expert,13,1,0.15,26
hierarchical,expert,13,2,0.1,78
hierarchical,expert,13,2,0.12,35
hierarchical,expert,13,2,0.15,20
hierarchical,expert,13,3,0.1,68
hierarchical,expert,13,3,0.12,39
hierarchical,expert,13,3,0.15,22
hierarchical,expert,13,4,0.1,282
hierarchical,expert,13,4,0.12,95
hierarchical,expert,13,4,0.15,40
hierarchical,expert,13,5,0.1,84
hierarchical,expert,13,5,0.12,47
hierarchical,expert,13,5,0.15,31
hierarchical,expert,14,0,0.1,54
hierarchical,expert,14,0,0.12,46
hierarchical,expert,14,0,0.15,21
hierarchical,expert,14,1,0.1,59
hierarchical,expert,14,1,0.12,55
hierarchical,expert,14,1,0.15,31
hierarchical,expert,14,2,0.1,91
hierarchical,expert,14,2,0.12,41
hierarchical,expert,14,2,0.15,30
hierarchical,expert,14,3,0.1,84
hierarchical,expert,14,3,0.12,50
hierarchical,expert,14,3,0.15,22
hierarchical,expert,14,4,0.1,92
hierarchical,expert,14,4,0.12,40
hierarchical,expert,14,4,0.15,29
hierarchical,expert,14,5,0.1,45
hierarchical,expert,14,5,0.12,42
hierarchical,expert,14,5,0.15,24
hierarchical,experienced,0,0,0.1,65
hierarchical,experienced,0,0,0.12,46
hierarchical,experienced,0,0,0.15,21
hierarchical,experienced,0,1,0.1,58
hierarchical,experienced,0,1,0.12,49
hierarchical,experienced,0,1,0.15,29
hierarchical,experienced,0,2,0.1,64
hierarchical,experienced,0,2,0.12,57
hierarchical,experienced,0,2,0.15,26
hierarchical,experienced,0,3,0.1,51
hierarchical,experienced,0,3,0.12,34
hierarchical,experienced,0,3,0.15,30
hierarchical,experienced,0,4,0.1,67
hierarchical,experienced,0,4,0.12,41
hierarchical,experienced,0,4,0.15,25
hierarchical,experienced,0,5,0.1,70
hierarchical,experienced,0,5,0.12,42
hierarchical,experienced,0,5,0.15,31
hierarchical,experienced,1,0,0.1,41
hierarchical,experienced,1,0,0.12,31
hierarchical,experienced,1,0,0.15,20
hierarchical,experienced,1,1,0.1,58
hierarchical,experienced,1,1,0.12,54
hierarchical,experienced,1,1,0.15,22
hierarchical,experienced,1,2,0.1,59
hierarchical,experienced,1,2,0.12,47
hierarchical,experienced,1,2,0.15,24
hierarchical,experienced,1,3,0.1,60
hierarchical,experienced,1,3,0.12,49
hierarchical,experienced,1,3,0.15,23
hierarchical,experienced,1,4,0.1,94
hierarchical,experienced,1,4,0.12,63
hierarchical,experienced,1,4,0.15,25
hierarchical,experienced,1,5,0.1,-1
hierarchical,experienced,1,5,0.12,37
hierarchical,experienced,1,5,0.15,29
hierarchical,experienced,2,0,0.1,71
hierarchical,experienced,2,0,0.12,42
hierarchical,experienced,2,0,0.15,38
hierarchical,experienced,2,1,0.1,75
hierarchical,experienced,2,1,0.12,40
hierarchical,experienced,2,1,0.15,18
hierarchical,experienced,2,2,0.1,64
hierarchical,experienced,2,2,0.12,43
hierarchical,experienced,2,2,0.15,23
hierarchical,experienced,2,3,0.1,69
hierarchical,experienced,2,3,0.12,48
hierarchical,experienced,2,3,0.15,33
hierarchical,experienced,2,4,0.1,85
hierarchical,experienced,2,4,0.12,57
hierarchical,experienced,2,4,0.15,28
hierarchical,experienced,2,5,0.1,59
hierarchical,experienced,2,5,0.12,36
hierarchical,experienced,2,5,0.15,29
hierarchical,experienced,3,0,0.1,60
hierarchical,experienced,3,0,0.12,43
hierarchical,experienced,3,0,0.15,38
hierarchical,experienced,3,1,0.1,56
hierarchical,experienced,3,1,0.12,47
hierarchical,experienced,3,1,0.15,18
hierarchical,experienced,3,2,0.1,61
hierarchical,experienced,3,2,0.12,35
hierarchical,experienced,3,2,0.15,24
hierarchical,experienced,3,3,0.1,77
hierarchical,experienced,3,3,0.12,58
hierarchical,experienced,3,3,0.15,16
hierarchical,experienced,3,4,0.1,73
hierarchical,experienced,3,4,0.12,41
hierarchical,experienced,3,4,0.15,26
hierarchical,experienced,3,5,0.1,158
hierarchical,experienced,3,5,0.12,70
hierarchical,experienced,3,5,0.15,30
hierarchical,experienced,4,0,0.1,56
hierarchical,experienced,4,0,0.12,40
hierarchical,experienced,4,0,0.15,28
hierarchical,experienced,4,1,0.1,72
hierarchical,experienced,4,1,0.12,46
hierarchical,experienced,4,1,0.15,20
hierarchical,experienced,4,2,0.1,65
hierarchical,experienced,4,2,0.12,33
hierarchical,experienced,4,2,0.15,23
hierarchical,experienced,4,3,0.1,82
hierarchical,experienced,4,3,0.12,50
hierarchical,experienced,4,3,0.15,21
hierarchical,experienced,4,4,0.1,107
hierarchical,experienced,4,4,0.12,37
hierarchical,experienced,4,4,0.15,26
hierarchical,experienced,4,5,0.1,106
hierarchical,experienced,4,5,0.12,52
hierarchical,experienced,4,5,0.15,42
hierarchical,experienced,5,0,0.1,75
hierarchical,experienced,5,0,0.12,44
hierarchical,experienced,5,0,0.15,20
hierarchical,experienced,5,1,0.1,51
hierarchical,experienced,5,1,0.12,41
hierarchical,experienced,5,1,0.15,30
hierarchical,experienced,5,2,0.1,70
hierarchical,experienced,5,2,0.12,46
hierarchical,experienced,5,2,0.15,21
hierarchical,experienced,5,3,0.1,57
hierarchical,experienced,5,3,0.12,36
hierarchical,experienced,5,3,0.15,29
hierarchical,experienced,5,4,0.1,96
hierarchical,experienced,5,4,0.12,49
hierarchical,experienced,5,4,0.15,25
hierarchical,experienced,5,5,0.1,62
hierarchical,experienced,5,5,0.12,33
hierarchical,experienced,5,5,0.15,27
hierarchical,experienced,6,0,0.1,55
hierarchical,experienced,6,0,0.12,35
hierarchical,experienced,6,0,0.15,22
hierarchical,experienced,6,1,0.1,52
hierarchical,experienced,6,1,0.12,41
hierarchical,experienced,6,1,0.15,25
hierarchical,experienced,6,2,0.1,62
hierarchical,experienced,6,2,0.12,50
hierarchical,experienced,6,2,0.15,31
hierarchical,experienced,6,3,0.1,94
hierarchical,experienced,6,3,0.12,49
hierarchical,experienced,6,3,0.15,34
hierarchical,experienced,6,4,0.1,79
hierarchical,experienced,6,4,0.12,59
hierarchical,experienced,6,4,0.15,26
hierarchical,experienced,6,5,0.1,71
hierarchical,experienced,6,5,0.12,42
hierarchical,experienced,6,5,0.15,29
hierarchical,experienced,7,0,0.1,73
hierarchical,experienced,7,0,0.12,60
hierarchical,experienced,7,0,0.15,29
hierarchical,experienced,7,1,0.1,62
hierarchical,experienced,7,1,0.12,46
hierarchical,experienced,7,1,0.15,25
hierarchical,experienced,7,2,0.1,69
hierarchical,experienced,7,2,0.12,43
hierarchical,experienced,7,2,0.15,29
hierarchical,experienced,7,3,0.1,58
hierarchical,experienced,7,3,0.12,48
hierarchical,experienced,7,3,0.15,32
hierarchical,experienced,7,4,0.1,111
hierarchical,experienced,7,4,0.12,70
hierarchical,experienced,7,4,0.15,22
hierarchical,experienced,7,5,0.1,77
hierarchical,experienced,7,5,0.12,52
hierarchical,experienced,7,5,0.15,31
hierarchical,experienced,8,0,0.1,68
hierarchical,experienced,8,0,0.12,40
hierarchical,experienced,8,0,0.15,26
hierarchical,experienced,8,1,0.1,72
hierarchical,experienced,8,1,0.12,62
hierarchical,experienced,8,1,0.15,28
hierarchical,experienced,8,2,0.1,64
hierarchical,experienced,8,2,0.12,38
hierarchical,experienced,8,2,0.15,30
hierarchical,experienced,8,3,0.1,54
hierarchical,experienced,8,3,0.12,47
hierarchical,experienced,8,3,0.15,34
hierarchical,experienced,8,4,0.1,96
hierarchical,experienced,8,4,0.12,55
hierarchical,experienced,8,4,0.15,22
hierarchical,experienced,8,5,0.1,66
hierarchical,experienced,8,5,0.12,44
hierarchical,experienced,8,5,0.15,31
hierarchical,experienced,9,0,0.1,55
hierarchical,experienced,9,0,0.12,34
hierarchical,experienced,9,0,0.15,17
hierarchical,experienced,9,1,0.1,72
hierarchical,experienced,9,1,0.12,45
hierarchical,experienced,9,1,0.15,19
hierarchical,experienced,9,2,0.1,83
hierarchical,experienced,9,2,0.12,54
hierarchical,experienced,9,2,0.15,21
hierarchical,experienced,9,3,0.1,51
hierarchical,experienced,9,3,0.12,42
hierarchical,experienced,9,3,0.15,25
hierarchical,experienced,9,4,0.1,229
hierarchical,experienced,9,4,0.12,80
hierarchical,experienced,9,4,0.15,33
hierarchical,experienced,9,5,0.1,75
hierarchical,experienced,9,5,0.12,48
hierarchical,experienced,9,5,0.15,21
hierarchical,experienced,10,0,0.1,60
hierarchical,experienced,10,0,0.12,52
hierarchical,experienced,10,0,0.15,27
hierarchical,experienced,10,1,0.1,65
hierarchical,experienced,10,1,0.12,33
hierarchical,experienced,10,1,0.15,24
hierarchical,experienced,10,2,0.1,53
hierarchical,experienced,10,2,0.12,45
hierarchical,experienced,10,2,0.15,35
hierarchical,experienced,10,3,0.1,68
hierarchical,experienced,10,3,0.12,44
hierarchical,experienced,10,3,0.15,30
hierarchical,experienced,10,4,0.1,82
hierarchical,experienced,10,4,0.12,40
hierarchical,experienced,10,4,0.15,21
hierarchical,experienced,10,5,0.1,85
hierarchical,experienced,10,5,0.12,51
hierarchical,experienced,10,5,0.15,42
hierarchical,experienced,11,0,0.1,45
hierarchical,experienced,11,0,0.12,33
hierarchical,experienced,11,0,0.15,30
hierarchical,experienced,11,1,0.1,54
hierarchical,experienced,11,1,0.12,41
hierarchical,experienced,11,1,0.15,38
hierarchical,experienced,11,2,0.1,72
hierarchical,experienced,11,2,0.12,66
hierarchical,experienced,11,2,0.15,23
hierarchical,experienced,11,3,0.1,93
hierarchical,experienced,11,3,0.12,67
hierarchical,experienced,11,3,0.15,19
hierarchical,experienced,11,4,0.1,127
hierarchical,experienced,11,4,0.12,28
hierarchical,experienced,11,4,0.15,22
hierarchical,experienced,11,5,0.1,68
hierarchical,experienced,11,5,0.12,60
hierarchical,experienced,11,5,0.15,32
hierarchical,experienced,12,0,0.1,51
hierarchical,experienced,12,0,0.12,41
hierarchical,experienced,12,0,0.15,23
hierarchical,experienced,12,1,0.1,61
hierarchical,experienced,12,1,0.12,39
hierarchical,experienced,12,1,0.15,24
hierarchical,experienced,12,2,0.1,49
hierarchical,experienced,12,2,0.12,35
hierarchical,experienced,12,2,0.15,21
hierarchical,experienced,12,3,0.1,64
hierarchical,experienced,12,3,0.12,56
hierarchical,experienced,12,3,0.15,20
hierarchical,experienced,12,4,0.1,118
hierarchical,experienced,12,4,0.12,57
hierarchical,experienced,12,4,0.15,25
hierarchical,experienced,12,5,0.1,60
hierarchical,experienced,12,5,0.12,44
hierarchical,experienced,12,5,0.15,28
hierarchical,experienced,13,0,0.1,60
hierarchical,experienced,13,0,0.12,37
hierarchical,experienced,13,0,0.15,22
hierarchical,experienced,13,1,0.1,54
hierarchical,experienced,13,1,0.12,40
hierarchical,experienced,13,1,0.15,27
hierarchical,experienced,13,2,0.1,63
hierarchical,experienced,13,2,0.12,47
hierarchical,experienced,13,2,0.15,32
hierarchical,experienced,13,3,0.1,83
hierarchical,experienced,13,3,0.12,58
hierarchical,experienced,13,3,0.15,36
hierarchical,experienced,13,4,0.1,81
hierarchical,experienced,13,4,0.12,47
hierarchical,experienced,13,4,0.15,28
hierarchical,experienced,13,5,0.1,111
hierarchical,experienced,13,5,0.12,51
hierarchical,experienced,13,5,0.15,30
hierarchical,experienced,14,0,0.1,91
hierarchical,experienced,14,0,0.12,63
hierarchical,experienced,14,0,0.15,22
hierarchical,experienced,14,1,0.1,51
hierarchical,experienced,14,1,0.12,47
hierarchical,experienced,14,1,0.15,42
hierarchical,experienced,14,2,0.1,55
hierarchical,experienced,14,2,0.12,41
hierarchical,experienced,14,2,0.15,27
hierarchical,experienced,14,3,0.1,67
hierarchical,experienced,14,3,0.12,37
hierarchical,experienced,14,3,0.15,24
hierarchical,experienced,14,4,0.1,88
hierarchical,experienced,14,4,0.12,43
hierarchical,experienced,14,4,0.15,20
hierarchical,experienced,14,5,0.1,84
hierarchical,experienced,14,5,0.12,44
hierarchical,experienced,14,5,0.15,23
hierarchical,novice,0,0,0.1,56
hierarchical,novice,0,0,0.12,52
hierarchical,novice,0,0,0.15,16
hierarchical,novice,0,1,0.1,186
hierarchical,novice,0,1,0.12,177
hierarchical,novice,0,1,0.15,13
hierarchical,novice,0,2,0.1,47
hierarchical,novice,0,2,0.12,32
hierarchical,novice,0,2,0.15,17
hierarchical,novice,0,3,0.1,95
hierarchical,novice,0,3,0.12,33
hierarchical,novice,0,3,0.15,18
hierarchical,novice,0,4,0.1,135
hierarchical,novice,0,4,0.12,30
hierarchical,novice,0,4,0.15,15
hierarchical,novice,0,5,0.1,94
hierarchical,novice,0,5,0.12,70
hierarchical,novice,0,5,0.15,24
hierarchical,novice,1,0,0.1,68
hierarchical,novice,1,0,0.12,12
hierarchical,novice,1,0,0.15,9
hierarchical,novice,1,1,0.1,214
hierarchical,novice,1,1,0.12,210
hierarchical,novice,1,1,0.15,39
hierarchical,novice,1,2,0.1,41
hierarchical,novice,1,2,0.12,21
hierarchical,novice,1,2,0.15,17
hierarchical,novice,1,3,0.1,58
hierarchical,novice,1,3,0.12,50
hierarchical,novice,1,3,0.15,46
hierarchical,novice,1,4,0.1,81
hierarchical,novice,1,4,0.12,31
hierarchical,novice,1,4,0.15,27
hierarchical,novice,1,5,0.1,189
hierarchical,novice,1,5,0.12,181
hierarchical,novice,1,5,0.15,135
hierarchical,novice,2,0,0.1,43
hierarchical,novice,2,0,0.12,39
hierarchical,novice,2,0,0.15,21
hierarchical,novice,2,1,0.1,50
hierarchical,novice,2,1,0.12,33
hierarchical,novice,2,1,0.15,16
hierarchical,novice,2,2,0.1,81
hierarchical,novice,2,2,0.12,32
hierarchical,novice,2,2,0.15,29
hierarchical,novice,2,3,0.1,52
hierarchical,novice,2,3,0.12,37
hierarchical,novice,2,3,0.15,24
hierarchical,novice,2,4,0.1,79
hierarchical,novice,2,4,0.12,48
hierarchical,novice,2,4,0.15,20
hierarchical,novice,2,5,0.1,82
hierarchical,novice,2,5,0.12,58
hierarchical,novice,2,5,0.15,32
hierarchical,novice,3,0,0.1,49
hierarchical,novice,3,0,0.12,36
hierarchical,novice,3,0,0.15,11
hierarchical,novice,3,1,0.1,62
hierarchical,novice,3,1,0.12,57
hierarchical,novice,3,1,0.15,23
hierarchical,novice,3,2,0.1,70
hierarchical,novice,3,2,0.12,30
hierarchical,novice,3,2,0.15,19
hierarchical,novice,3,3,0.1,47
hierarchical,novice,3,3,0.12,16
hierarchical,novice,3,3,0.15,13
hierarchical,novice,3,4,0.1,116
hierarchical,novice,3,4,0.12,45
hierarchical,novice,3,4,0.15,12
hierarchical,novice,3,5,0.1,84
hierarchical,novice,3,5,0.12,80
hierarchical,novice,3,5,0.15,26
hierarchical,novice,4,0,0.1,136
hierarchical,novice,4,0,0.12,41
hierarchical,novice,4,0,0.15,13
hierarchical,novice,4,1,0.1,115
hierarchical,novice,4,1,0.12,111
hierarchical,novice,4,1,0.15,104
hierarchical,novice,4,2,0.1,42
hierarchical,novice,4,2,0.12,30
hierarchical,novice,4,2,0.15,11
hierarchical,novice,4,3,0.1,101
hierarchical,novice,4,3,0.12,39
hierarchical,novice,4,3,0.15,14
hierarchical,novice,4,4,0.1,54
hierarchical,novice,4,4,0.12,48
hierarchical,novice,4,4,0.15,33
hierarchical,novice,4,5,0.1,63
hierarchical,novice,4,5,0.12,36
hierarchical,novice,4,5,0.15,19
hierarchical,novice,5,0,0.1,138
hierarchical,novice,5,0,0.12,131
hierarchical,novice,5,0,0.15,13
hierarchical,novice,5,1,0.1,167
hierarchical,novice,5,1,0.12,36
hierarchical,novice,5,1,0.15,12
hierarchical,novice,5,2,0.1,46
hierarchical,novice,5,2,0.12,30
hierarchical,novice,5,2,0.15,20
hierarchical,novice,5,3,0.1,54
hierarchical,novice,5,3,0.12,34
hierarchical,novice,5,3,0.15,14
hierarchical,novice,5,4,0.1,115
hierarchical,novice,5,4,0.12,60
hierarchical,novice,5,4,0.15,56
hierarchical,novice,5,5,0.1,61
hierarchical,novice,5,5,0.12,33
hierarchical,novice,5,5,0.15,16
hierarchical,novice,6,0,0.1,48
hierarchical,novice,6,0,0.12,39
hierarchical,novice,6,0,0.15,20
hierarchical,novice,6,1,0.1,147
hierarchical,novice,6,1,0.12,78
hierarchical,novice,6,1,0.15,73
hierarchical,novice,6,2,0.1,59
hierarchical,novice,6,2,0.12,32
hierarchical,novice,6,2,0.15,18
hierarchical,novice,6,3,0.1,52
hierarchical,novice,6,3,0.12,41
hierarchical,novice,6,3,0.15,26
hierarchical,novice,6,4,0.1,60
hierarchical,novice,6,4,0.12,43
hierarchical,novice,6,4,0.15,17
hierarchical,novice,6,5,0.1,37
hierarchical,novice,6,5,0.12,28
hierarchical,novice,6,5,0.15,22
hierarchical,novice,7,0,0.1,55
hierarchical,novice,7,0,0.12,39
hierarchical,novice,7,0,0.15,28
hierarchical,novice,7,1,0.1,47
hierarchical,novice,7,1,0.12,43
hierarchical,novice,7,1,0.15,24
hierarchical,novice,7,2,0.1,58
hierarchical,novice,7,2,0.12,36
hierarchical,novice,7,2,0.15,20
hierarchical,novice,7,3,0.1,49
hierarchical,novice,7,3,0.12,33
hierarchical,novice,7,3,0.15,27
hierarchical,novice,7,4,0.1,56
hierarchical,novice,7,4,0.12,31
hierarchical,novice,7,4,0.15,25
hierarchical,novice,7,5,0.1,77
hierarchical,novice,7,5,0.12,66
hierarchical,novice,7,5,0.15,62
hierarchical,novice,8,0,0.1,60
hierarchical,novice,8,0,0.12,56
hierarchical,novice,8,0,0.15,53
hierarchical,novice,8,1,0.1,200
hierarchical,novice,8,1,0.12,192
hierarchical,novice,8,1,0.15,156
hierarchical,novice,8,2,0.1,51
hierarchical,novice,8,2,0.12,33
hierarchical,novice,8,2,0.15,25
hierarchical,novice,8,3,0.1,47
hierarchical,novice,8,3,0.12,22
hierarchical,novice,8,3,0.15,19
hierarchical,novice,8,4,0.1,46
hierarchical,novice,8,4,0.12,38
hierarchical,novice,8,4,0.15,18
hierarchical,novice,8,5,0.1,36
hierarchical,novice,8,5,0.12,26
hierarchical,novice,8,5,0.15,16
hierarchical,novice,9,0,0.1,98
hierarchical,novice,9,0,0.12,41
hierarchical,novice,9,0,0.15,13
hierarchical,novice,9,1,0.1,63
hierarchical,novice,9,1,0.12,30
hierarchical,novice,9,1,0.15,14
hierarchical,novice,9,2,0.1,67
hierarchical,novice,9,2,0.12,46
hierarchical,novice,9,2,0.15,15
hierarchical,novice,9,3,0.1,42
hierarchical,novice,9,3,0.12,35
hierarchical,novice,9,3,0.15,16
hierarchical,novice,9,4,0.1,136
hierarchical,novice,9,4,0.12,87
hierarchical,novice,9,4,0.15,68
hierarchical,novice,9,5,0.1,60
hierarchical,novice,9,5,0.12,56
hierarchical,novice,9,5,0.15,25
hierarchical,novice,10,0,0.1,45
hierarchical,novice,10,0,0.12,34
hierarchical,novice,10,0,0.15,29
hierarchical,novice,10,1,0.1,70
hierarchical,novice,10,1,0.12,46
hierarchical,novice,10,1,0.15,29
hierarchical,novice,10,2,0.1,66
hierarchical,novice,10,2,0.12,50
hierarchical,novice,10,2,0.15,20
hierarchical,novice,10,3,0.1,65
hierarchical,novice,10,3,0.12,47
hierarchical,novice,10,3,0.15,23
hierarchical,novice,10,4,0.1,104
hierarchical,novice,10,4,0.12,67
hierarchical,novice,10,4,0.15,22
hierarchical,novice,10,5,0.1,68
hierarchical,novice,10,5,0.12,36
hierarchical,novice,10,5,0.15,21
hierarchical,novice,11,0,0.1,43
hierarchical,novice,11,0,0.12,21
hierarchical,novice,11,0,0.15,14
hierarchical,novice,11,1,0.1,39
hierarchical,novice,11,1,0.12,30
hierarchical,novice,11,1,0.15,15
hierarchical,novice,11,2,0.1,46
hierarchical,novice,11,2,0.12,38
hierarchical,novice,11,2,0.15,13
hierarchical,novice,11,3,0.1,65
hierarchical,novice,11,3,0.12,58
hierarchical,novice,11,3,0.15,53
hierarchical,novice,11,4,0.1,77
hierarchical,novice,11,4,0.12,73
hierarchical,novice,11,4,0.15,23
hierarchical,novice,11,5,0.1,89
hierarchical,novice,11,5,0.12,41
hierarchical,novice,11,5,0.15,32
hierarchical,novice,12,0,0.1,101
hierarchical,novice,12,0,0.12,95
hierarchical,novice,12,0,0.15,92
hierarchical,novice,12,1,0.1,85
hierarchical,novice,12,1,0.12,49
hierarchical,novice,12,1,0.15,41
hierarchical,novice,12,2,0.1,67
hierarchical,novice,12,2,0.12,62
hierarchical,novice,12,2,0.15,44
hierarchical,novice,12,3,0.1,59
hierarchical,novice,12,3,0.12,28
hierarchical,novice,12,3,0.15,10
hierarchical,novice,12,4,0.1,124
hierarchical,novice,12,4,0.12,30
hierarchical,novice,12,4,0.15,22
hierarchical,novice,12,5,0.1,83
hierarchical,novice,12,5,0.12,33
hierarchical,novice,12,5,0.15,13
hierarchical,novice,13,0,0.1,80
hierarchical,novice,13,0,0.12,76
hierarchical,novice,13,0,0.15,73
hierarchical,novice,13,1,0.1,99
hierarchical,novice,13,1,0.12,93
hierarchical,novice,13,1,0.15,90
hierarchical,novice,13,2,0.1,45
hierarchical,novice,13,2,0.12,35
hierarchical,novice,13,2,0.15,10
hierarchical,novice,13,3,0.1,56
hierarchical,novice,13,3,0.12,30
hierarchical,novice,13,3,0.15,27
hierarchical,novice,13,4,0.1,49
hierarchical,novice,13,4,0.12,14
hierarchical,novice,13,4,0.15,11
hierarchical,novice,13,5,0.1,53
hierarchical,novice,13,5,0.12,23
hierarchical,novice,13,5,0.15,19
hierarchical,novice,14,0,0.1,49
hierarchical,novice,14,0,0.12,20
hierarchical,novice,14,0,0.15,14
hierarchical,novice,14,1,0.1,114
hierarchical,novice,14,1,0.12,109
hierarchical,novice,14,1,0.15,104
hierarchical,novice,14,2,0.1,47
hierarchical,novice,14,2,0.12,22
hierarchical,novice,14,2,0.15,12
hierarchical,novice,14,3,0.1,43
hierarchical,novice,14,3,0.12,27
hierarchical,novice,14,3,0.15,24
hierarchical,novice,14,4,0.1,46
hierarchical,novice,14,4,0.12,37
hierarchical,novice,14,4,0.15,10
hierarchical,novice,14,5,0.1,88
hierarchical,novice,14,5,0.12,84
hierarchical,novice,14,5,0.15,17
